Appid,Name,Game price (ARS),Discount,Cheapest card price (USD),Cheapest card price (ARS),Number of cards in total,Obtainable cards,Steam commission (ARS),Value of the cards obtainable without the steam commission (ARS),Sales x 24 hours for the cheapest item,Approximate minimum profit (ARS),Price multiplied by number of accounts (ARS),Date of purchase,Offer type,New highest discount?,Days since the offer started,Days for the offer to end,Market direct link,Steamcardexchange link,Steam store link,SI
502740,50 years,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_502740#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-502740,https://store.steampowered.com/app/502740/50_years/,]
431750,Iron Sea Defenders,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_431750#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-431750,https://store.steampowered.com/app/431750/Iron_Sea_Defenders/,]
317250,Airscape - The Fall of Gravity,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,X,"lowest price is ARS$ 6,99 at -90%",17 hours ago,in 5 days,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_317250#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-317250,https://store.steampowered.com/app/317250/Airscape__The_Fall_of_Gravity/,]
618470,Qbik,7.47,-89%,0.06,3.3,6,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_618470#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-618470,https://store.steampowered.com/app/618470/Qbik/,]
323720,Decay: The Mare,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,X,Product is priced on par with lowest recorded price,17 hours ago,in 5 days,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_323720#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-323720,https://store.steampowered.com/app/323720/Decay_The_Mare/,]
447890,Cat on a Diet,7.47,-89%,0.06,3.3,6,3,1.48,9.89,,0.94,10.34,,X,"lowest price is ARS$ 6,99 at -90%",17 hours ago,in 5 days,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_447890#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-447890,https://store.steampowered.com/app/447890/Cat_on_a_Diet/,]
311060,Battle Mages: Sign of Darkness,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_311060#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-311060,https://store.steampowered.com/app/311060/Battle_Mages_Sign_of_Darkness/,]
368050,Almightree: The Last Dreamer,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_368050#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-368050,https://store.steampowered.com/app/368050/Almightree_The_Last_Dreamer/,]
320400,Magnifico,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_320400#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-320400,https://store.steampowered.com/app/320400/Magnifico/,]
444690,TRAPPED,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_444690#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-444690,https://store.steampowered.com/app/444690/TRAPPED/,]
278640,Terrian Saga: KR-17,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_278640#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-278640,https://store.steampowered.com/app/278640/Terrian_Saga_KR17/,]
575890,Katy and Bob Way Back Home,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_575890#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-575890,https://store.steampowered.com/app/575890/Katy_and_Bob_Way_Back_Home/,]
423550,Day D: Tower Rush,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_423550#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-423550,https://store.steampowered.com/app/423550/Day_D_Tower_Rush/,]
340320,Sinless + OST,7.47,-89%,0.06,3.3,6,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_340320#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-340320,https://store.steampowered.com/app/340320/Sinless__OST/,]
456810,Zombillie,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_456810#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-456810,https://store.steampowered.com/app/456810/Zombillie/,]
584100,Mad Digger,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_584100#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-584100,https://store.steampowered.com/app/584100/Mad_Digger/,]
379530,Fate Tectonics,7.47,-89%,0.06,3.3,6,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_379530#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-379530,https://store.steampowered.com/app/379530/Fate_Tectonics/,]
461380,A Princess' Tale,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_461380#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-461380,https://store.steampowered.com/app/461380/A_Princess_Tale/,]
353550,House of Caravan,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,X,"lowest price is ARS$ 6,99 at -90%",17 hours ago,in 5 days,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_353550#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-353550,https://store.steampowered.com/app/353550/House_of_Caravan/,]
462580,New Yankee in Santa's Service,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_462580#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-462580,https://store.steampowered.com/app/462580/New_Yankee_in_Santas_Service/,]
361190,Sparkle 3 Genesis,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_361190#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-361190,https://store.steampowered.com/app/361190/Sparkle_3_Genesis/,]
440730,Survival Zombies The Inverted Evolution,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_440730#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-440730,https://store.steampowered.com/app/440730/Survival_Zombies_The_Inverted_Evolution/,]
521590,Subterra,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_521590#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-521590,https://store.steampowered.com/app/521590/Subterra/,]
345750,Idol Hands,7.47,-89%,0.06,3.3,6,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_345750#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-345750,https://store.steampowered.com/app/345750/Idol_Hands/,]
473670,The Dolls: Reborn,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_473670#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-473670,https://store.steampowered.com/app/473670/The_Dolls_Reborn/,]
448000,Sparkle ZERO,7.47,-89%,0.06,3.3,6,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_448000#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-448000,https://store.steampowered.com/app/448000/Sparkle_ZERO/,]
361970,Weather Lord: The Successor's Path,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_361970#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-361970,https://store.steampowered.com/app/361970/Weather_Lord_The_Successors_Path/,]
364480,Red Goblin: Cursed Forest,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_364480#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-364480,https://store.steampowered.com/app/364480/Red_Goblin_Cursed_Forest/,]
360380,Tiny Bridge: Ratventure,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,X,"lowest price is ARS$ 6,99 at -90%",17 hours ago,in 5 days,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_360380#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-360380,https://store.steampowered.com/app/360380/Tiny_Bridge_Ratventure/,]
371010,Nomad Fleet,7.47,-89%,0.06,3.3,6,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_371010#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-371010,https://store.steampowered.com/app/371010/Nomad_Fleet/,]
392930,A Sirius Game,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_392930#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-392930,https://store.steampowered.com/app/392930/A_Sirius_Game/,]
533330,Shut Eye,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_533330#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-533330,https://store.steampowered.com/app/533330/Shut_Eye/,]
416080,The Odyssey: Winds of Athena,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,X,"lowest price is ARS$ 6,99 at -90%",17 hours ago,in 5 days,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_416080#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-416080,https://store.steampowered.com/app/416080/The_Odyssey_Winds_of_Athena/,]
506760,Twisty's Asylum Escapades,7.47,-89%,0.06,3.3,6,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_506760#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-506760,https://store.steampowered.com/app/506760/Twistys_Asylum_Escapades/,]
46540,Trapped Dead,7.47,-89%,0.06,3.3,6,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_46540#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-46540,https://store.steampowered.com/app/46540/Trapped_Dead/,]
297450,Zombies on a Plane,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_297450#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-297450,https://store.steampowered.com/app/297450/Zombies_on_a_Plane/,]
286830,Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_286830#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-286830,https://store.steampowered.com/app/286830/Hard_Truck_Apocalypse_Arcade__Ex_Machina_Arcade/,]
610780,Crazy Buggy Racing,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_610780#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-610780,https://store.steampowered.com/app/610780/Crazy_Buggy_Racing/,]
402940,Dungeons of Betrayal,7.47,-89%,0.06,3.3,5,3,1.48,9.89,,0.94,10.34,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_402940#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-402940,https://store.steampowered.com/app/402940/Dungeons_of_Betrayal/,]
435790,10 Second Ninja X,12.99,-90%,0.06,3.3,9,5,2.47,16.5,,1.03,11.33,,X,No,17 hours ago,in 5 days,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_435790#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-435790,https://store.steampowered.com/app/435790/10_Second_Ninja_X/,]
333210,Kaiju-A-GoGo,12.99,-90%,0.06,3.3,9,5,2.47,16.5,,1.03,11.33,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_333210#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-333210,https://store.steampowered.com/app/333210/KaijuAGoGo/,]
485430,NAL Is Alive,12.99,-90%,0.05,2.75,12,6,2.47,16.5,,1.03,11.33,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_485430#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-485430,https://store.steampowered.com/app/485430/NAL_Is_Alive/,]
497190,Pichon,7.19,-82%,0.06,3.3,5,3,1.48,9.89,,1.21,13.3,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_497190#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-497190,https://store.steampowered.com/app/497190/Pichon/,]
355970,Home is Where One Starts...,7.19,-82%,0.06,3.3,5,3,1.48,9.89,,1.21,13.3,,X,Product is priced on par with lowest recorded price,17 hours ago,in 5 days,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_355970#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-355970,https://store.steampowered.com/app/355970/Home_is_Where_One_Starts/,]
381910,Xenocide,7.19,-82%,0.06,3.3,6,3,1.48,9.89,,1.21,13.3,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_381910#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-381910,https://store.steampowered.com/app/381910/Xenocide/,]
484830,Deep Blue 3D Maze in Space,7.19,-82%,0.06,3.3,5,3,1.48,9.89,,1.21,13.3,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_484830#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-484830,https://store.steampowered.com/app/484830/Deep_Blue_3D_Maze_in_Space/,]
491000,Gravity Cat,7.19,-82%,0.06,3.3,6,3,1.48,9.89,,1.21,13.3,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_491000#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-491000,https://store.steampowered.com/app/491000/Gravity_Cat/,]
546930,Machine Hunt,7.19,-82%,0.06,3.3,5,3,1.48,9.89,,1.21,13.3,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_546930#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-546930,https://store.steampowered.com/app/546930/Machine_Hunt/,]
464760,Bibou,7.19,-82%,0.06,3.3,5,3,1.48,9.89,,1.21,13.3,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_464760#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-464760,https://store.steampowered.com/app/464760/Bibou/,]
375460,16bit Trader,7.19,-82%,0.06,3.3,6,3,1.48,9.89,,1.21,13.3,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_375460#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-375460,https://store.steampowered.com/app/375460/16bit_Trader/,]
446050,Operation KREEP,7.19,-82%,0.06,3.3,5,3,1.48,9.89,,1.21,13.3,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_446050#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-446050,https://store.steampowered.com/app/446050/Operation_KREEP/,]
522890,Ant-gravity: Tiny's Adventure,7.19,-82%,0.06,3.3,6,3,1.48,9.89,,1.21,13.3,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_522890#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-522890,https://store.steampowered.com/app/522890/Antgravity_Tinys_Adventure/,]
432990,Green Game: TimeSwapper,7.19,-82%,0.06,3.3,5,3,1.48,9.89,,1.21,13.3,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_432990#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-432990,https://store.steampowered.com/app/432990/Green_Game_TimeSwapper/,]
577080,A Dump in the Dark,8.09,-70%,0.04,2.2,10,5,1.65,11.0,,1.25,13.75,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_577080#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-577080,https://store.steampowered.com/app/577080/A_Dump_in_the_Dark/,]
552390,Druid,7.09,-50%,0.06,3.3,6,3,1.48,9.89,,1.32,14.52,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_552390#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-552390,https://store.steampowered.com/app/552390/Druid/,]
545030,NSFW ~ Not a Simulator For Working,7.99,-80%,0.05,2.75,7,4,1.65,11.0,,1.35,14.85,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_545030#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-545030,https://store.steampowered.com/app/545030/NSFW__Not_a_Simulator_For_Working/,]
443420,Artificial Defense,7.99,-80%,0.05,2.75,7,4,1.65,11.0,,1.35,14.85,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_443420#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-443420,https://store.steampowered.com/app/443420/Artificial_Defense/,]
491240,Lil Big Invasion,7.99,-80%,0.05,2.75,8,4,1.65,11.0,,1.35,14.85,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_491240#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-491240,https://store.steampowered.com/app/491240/Lil_Big_Invasion/,]
258050,Survivor Squad,7.99,-80%,0.05,2.75,7,4,1.65,11.0,,1.35,14.85,,X,Product is priced on par with lowest recorded price,17 hours ago,in 5 days,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_258050#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-258050,https://store.steampowered.com/app/258050/Survivor_Squad/,]
375120,Super Star Path,13.59,-80%,0.04,2.2,15,8,2.64,17.6,,1.37,15.07,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_375120#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-375120,https://store.steampowered.com/app/375120/Super_Star_Path/,]
636960,Wo Yao Da  我要大,13.59,-66%,0.04,2.2,15,8,2.64,17.6,,1.37,15.07,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_636960#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-636960,https://store.steampowered.com/app/636960/Wo_Yao_Da/,]
331720,Survivor Squad: Gauntlets,13.59,-80%,0.04,2.2,15,8,2.64,17.6,,1.37,15.07,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_331720#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-331720,https://store.steampowered.com/app/331720/Survivor_Squad_Gauntlets/,]
674750,Yet Another Zombie Defense HD,7.01,-87%,0.06,3.3,5,3,1.48,9.89,,1.4,15.39,,X,Product is priced on par with lowest recorded price,17 hours ago,in 5 days,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_674750#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-674750,https://store.steampowered.com/app/674750/Yet_Another_Zombie_Defense_HD/,]
490870,Weird Hero,7.01,-87%,0.06,3.3,5,3,1.48,9.89,,1.4,15.39,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_490870#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-490870,https://store.steampowered.com/app/490870/Weird_Hero/,]
320690,The Treasures of Montezuma 3,7.01,-87%,0.06,3.3,5,3,1.48,9.89,,1.4,15.39,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_320690#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-320690,https://store.steampowered.com/app/320690/The_Treasures_of_Montezuma_3/,]
311100,Echelon: Wind Warriors,7.01,-87%,0.06,3.3,5,3,1.48,9.89,,1.4,15.39,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_311100#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-311100,https://store.steampowered.com/app/311100/Echelon_Wind_Warriors/,]
306200,The Happy Hereafter,7.01,-87%,0.06,3.3,5,3,1.48,9.89,,1.4,15.39,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_306200#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-306200,https://store.steampowered.com/app/306200/The_Happy_Hereafter/,]
96100,Defy Gravity Extended,7.01,-74%,0.06,3.3,5,3,1.48,9.89,,1.4,15.39,,X,"lowest price is ARS$ 6,99 at -74%",17 hours ago,in 5 days,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_96100#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-96100,https://store.steampowered.com/app/96100/Defy_Gravity_Extended/,]
311140,The Stalin Subway,7.01,-87%,0.06,3.3,5,3,1.48,9.89,,1.4,15.39,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_311140#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-311140,https://store.steampowered.com/app/311140/The_Stalin_Subway/,]
320630,Season Match,7.01,-87%,0.06,3.3,5,3,1.48,9.89,,1.4,15.39,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_320630#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-320630,https://store.steampowered.com/app/320630/Season_Match/,]
302470,Battle Mages,7.01,-87%,0.06,3.3,5,3,1.48,9.89,,1.4,15.39,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_302470#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-302470,https://store.steampowered.com/app/302470/Battle_Mages/,]
317970,Dusk 12,7.01,-87%,0.06,3.3,5,3,1.48,9.89,,1.4,15.39,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_317970#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-317970,https://store.steampowered.com/app/317970/Dusk_12/,]
576470,ANIMALITY,7.01,-74%,0.06,3.3,5,3,1.48,9.89,,1.4,15.39,,X,Product is priced on par with lowest recorded price,17 hours ago,in 5 days,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_576470#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-576470,https://store.steampowered.com/app/576470/ANIMALITY/,]
438080,Surfingers,7.01,-74%,0.06,3.3,5,3,1.48,9.89,,1.4,15.39,,X,"lowest price is ARS$ 6,99 at -74%",17 hours ago,in 5 days,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_438080#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-438080,https://store.steampowered.com/app/438080/Surfingers/,]
590950,Toaster Jam,7.01,-74%,0.06,3.3,6,3,1.48,9.89,,1.4,15.39,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_590950#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-590950,https://store.steampowered.com/app/590950/Toaster_Jam/,]
518730,Zombo Buster Rising,7.01,-74%,0.06,3.3,6,3,1.48,9.89,,1.4,15.39,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_518730#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-518730,https://store.steampowered.com/app/518730/Zombo_Buster_Rising/,]
320650,Season Match 2,7.01,-87%,0.06,3.3,5,3,1.48,9.89,,1.4,15.39,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_320650#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-320650,https://store.steampowered.com/app/320650/Season_Match_2/,]
513980,Oh No! Bugs!,7.01,-74%,0.06,3.3,5,3,1.48,9.89,,1.4,15.39,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_513980#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-513980,https://store.steampowered.com/app/513980/Oh_No_Bugs/,]
390940,The Musketeers: Victoria's Quest,7.01,-87%,0.06,3.3,6,3,1.48,9.89,,1.4,15.39,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_390940#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-390940,https://store.steampowered.com/app/390940/The_Musketeers_Victorias_Quest/,]
475240,ORCS,7.01,-74%,0.06,3.3,6,3,1.48,9.89,,1.4,15.39,,-,-,-,-,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_475240#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-475240,https://store.steampowered.com/app/475240/ORCS/,]
