Appid,Name,Game price (ARS),Discount,Cheapest card price (USD),Cheapest card price (ARS),Number of cards in total,Obtainable cards,Steam commission (ARS),Value of the cards obtainable without the steam commission (ARS),Sales x 24 hours for the cheapest item,Approximate minimum profit (ARS),Price multiplied by number of accounts (ARS),Date of purchase,Offer type,New highest discount?,Days since the offer started,Days for the offer to end,Market direct link,Steamcardexchange link,Steam store link,SI
473470,Purgatory,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_473470#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-473470,https://store.steampowered.com/app/473470/Purgatory/,]
473560,Cosmic Dust & Rust,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_473560#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-473560,https://store.steampowered.com/app/473560/Cosmic_Dust__Rust/,]
485370,Mad Combat Marines,6.99,-50%,0.05,2.75,6,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_485370#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-485370,https://store.steampowered.com/app/485370/Mad_Combat_Marines/,]
485440,Call Of The Mighty Warriors,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_485440#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-485440,https://store.steampowered.com/app/485440/Call_Of_The_Mighty_Warriors/,]
489220,Unforgiving Trials: The Darkest Crusade,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_489220#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-489220,https://store.steampowered.com/app/489220/Unforgiving_Trials_The_Darkest_Crusade/,]
502140,Drayt Empire,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_502140#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-502140,https://store.steampowered.com/app/502140/Drayt_Empire/,]
503430,N0-EXIT,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_503430#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-503430,https://store.steampowered.com/app/503430/N0EXIT/,]
507390,Gone In November,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_507390#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-507390,https://store.steampowered.com/app/507390/Gone_In_November/,]
508820,Won't You Be My Laser?,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_508820#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-508820,https://store.steampowered.com/app/508820/Wont_You_Be_My_Laser/,]
503430,N0-EXIT,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_503430#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-503430,https://store.steampowered.com/app/503430/N0EXIT/,]
507390,Gone In November,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_507390#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-507390,https://store.steampowered.com/app/507390/Gone_In_November/,]
508820,Won't You Be My Laser?,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_508820#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-508820,https://store.steampowered.com/app/508820/Wont_You_Be_My_Laser/,]
363610,Botology,6.99,-50%,0.05,2.75,6,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_363610#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-363610,https://store.steampowered.com/app/363610/Botology/,]
280640,Dark Shadows - Army of Evil,6.99,-90%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_280640#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-280640,https://store.steampowered.com/app/280640/Dark_Shadows__Army_of_Evil/,]
492830,Throne Rushers,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_492830#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-492830,https://store.steampowered.com/app/492830/Throne_Rushers/,]
355120,Pirates Deck,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_355120#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-355120,https://store.steampowered.com/app/355120/Pirates_Deck/,]
496680,SweatShop,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_496680#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-496680,https://store.steampowered.com/app/496680/SweatShop/,]
575860,Tomb Joe,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_575860#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-575860,https://store.steampowered.com/app/575860/Tomb_Joe/,]
550890,Repulsanoid,6.99,-50%,0.03,1.65,9,5,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_550890#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-550890,https://store.steampowered.com/app/550890/Repulsanoid/,]
498840,Rising,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_498840#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-498840,https://store.steampowered.com/app/498840/Rising/,]
627950,1914: Prelude to Chaos,6.99,-50%,0.03,1.65,10,5,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_627950#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-627950,https://store.steampowered.com/app/627950/1914_Prelude_to_Chaos/,]
632200,Kuro survival,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_632200#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-632200,https://store.steampowered.com/app/632200/Kuro_survival/,]
517010,Aztecalypse,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_517010#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-517010,https://store.steampowered.com/app/517010/Aztecalypse/,]
533340,Captivity,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_533340#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-533340,https://store.steampowered.com/app/533340/Captivity/,]
572010,No Way Out,6.99,-50%,0.05,2.75,6,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_572010#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-572010,https://store.steampowered.com/app/572010/No_Way_Out/,]
581600,The Albatross,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_581600#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-581600,https://store.steampowered.com/app/581600/The_Albatross/,]
581710,Stickmageddon,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_581710#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-581710,https://store.steampowered.com/app/581710/Stickmageddon/,]
403560,Eaten Alive,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_403560#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-403560,https://store.steampowered.com/app/403560/Eaten_Alive/,]
410210,Ampersand,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_410210#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-410210,https://store.steampowered.com/app/410210/Ampersand/,]
423710,Invasion: Brain Craving,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_423710#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-423710,https://store.steampowered.com/app/423710/Invasion_Brain_Craving/,]
453820,Hero Quest: Tower Conflict,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_453820#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-453820,https://store.steampowered.com/app/453820/Hero_Quest_Tower_Conflict/,]
485950,Rise of the Ancients,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_485950#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-485950,https://store.steampowered.com/app/485950/Rise_of_the_Ancients/,]
493650,Deep Space Dash,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_493650#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-493650,https://store.steampowered.com/app/493650/Deep_Space_Dash/,]
612430,Epic Mayhem,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_612430#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-612430,https://store.steampowered.com/app/612430/Epic_Mayhem/,]
621150,False Shelter,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_621150#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-621150,https://store.steampowered.com/app/621150/False_Shelter/,]
636310,Concurrency,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_636310#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-636310,https://store.steampowered.com/app/636310/Concurrency/,]
527800,War Cube,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_527800#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-527800,https://store.steampowered.com/app/527800/War_Cube/,]
531520,TankCraft,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_531520#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-531520,https://store.steampowered.com/app/531520/TankCraft/,]
503420,NEO-NOW!,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_503420#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-503420,https://store.steampowered.com/app/503420/NEONOW/,]
602200,Dreamlike Worlds,9.79,-30%,0.07,3.85,5,3,1.73,11.55,,0.03,0.32,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_602200#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-602200,https://store.steampowered.com/app/602200/Dreamlike_Worlds/,]
602200,Dreamlike Worlds,9.79,-30%,0.07,3.85,5,3,1.73,11.55,,0.03,0.32,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_602200#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-602200,https://store.steampowered.com/app/602200/Dreamlike_Worlds/,]
509390,GalaxIverse,8.25,-41%,0.06,3.3,5,3,1.48,9.89,,0.16,1.76,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_509390#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-509390,https://store.steampowered.com/app/509390/GalaxIverse/,]
306700,Iron Fisticle,11.49,-90%,0.05,2.75,9,5,2.06,13.75,,0.19,2.09,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_306700#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-306700,https://store.steampowered.com/app/306700/Iron_Fisticle/,]
313020,Soul Gambler,7.19,-82%,0.04,2.2,8,4,1.32,8.8,,0.29,3.19,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_313020#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-313020,https://store.steampowered.com/app/313020/Soul_Gambler/,]
715210,The Pillage,7.19,-82%,0.04,2.2,7,4,1.32,8.8,,0.29,3.19,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_715210#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-715210,https://store.steampowered.com/app/715210/The_Pillage/,]
712840,King Exit,8.09,-70%,0.06,3.3,6,3,1.48,9.89,,0.32,3.52,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_712840#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-712840,https://store.steampowered.com/app/712840/King_Exit/,]
575550,Hell Girls,8.09,-70%,0.06,3.3,6,3,1.48,9.89,,0.32,3.52,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_575550#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-575550,https://store.steampowered.com/app/575550/Hell_Girls/,]
503300,Super Star,8.09,-70%,0.06,3.3,6,3,1.48,9.89,,0.32,3.52,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_503300#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-503300,https://store.steampowered.com/app/503300/Super_Star/,]
726990,Succubus Rem,8.09,-70%,0.06,3.3,5,3,1.48,9.89,,0.32,3.52,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_726990#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-726990,https://store.steampowered.com/app/726990/Succubus_Rem/,]
788130,Otaku's Fantasy 2,8.09,-70%,0.06,3.3,6,3,1.48,9.89,,0.32,3.52,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_788130#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-788130,https://store.steampowered.com/app/788130/Otakus_Fantasy_2/,]
300620,Flyhunter Origins,8.09,-85%,0.06,3.3,5,3,1.48,9.89,,0.32,3.52,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_300620#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-300620,https://store.steampowered.com/app/300620/Flyhunter_Origins/,]
377970,Void And Meddler,8.09,-85%,0.06,3.3,6,3,1.48,9.89,,0.32,3.52,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_377970#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-377970,https://store.steampowered.com/app/377970/Void_And_Meddler/,]
270090,//N.P.P.D. RUSH//- The milk of Ultraviolet,8.09,-85%,0.06,3.3,5,3,1.48,9.89,,0.32,3.52,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_270090#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-270090,https://store.steampowered.com/app/270090/NPPD_RUSH_The_milk_of_Ultraviolet/,]
346180,David.,8.09,-70%,0.06,3.3,5,3,1.48,9.89,,0.32,3.52,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_346180#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-346180,https://store.steampowered.com/app/346180/David/,]
457520,Moustache Mountain,8.09,-70%,0.06,3.3,5,3,1.48,9.89,,0.32,3.52,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_457520#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-457520,https://store.steampowered.com/app/457520/Moustache_Mountain/,]
321160,Timber Tennis: Versus,8.09,-70%,0.06,3.3,6,3,1.48,9.89,,0.32,3.52,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_321160#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-321160,https://store.steampowered.com/app/321160/Timber_Tennis_Versus/,]
352210,Little Cells,8.09,-85%,0.06,3.3,5,3,1.48,9.89,,0.32,3.52,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_352210#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-352210,https://store.steampowered.com/app/352210/Little_Cells/,]
583030,Eraser & Builder,8.09,-70%,0.06,3.3,6,3,1.48,9.89,,0.32,3.52,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_583030#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-583030,https://store.steampowered.com/app/583030/Eraser__Builder/,]
277680,"About Love, Hate and the other ones",9.49,-90%,0.07,3.85,5,3,1.73,11.55,,0.33,3.63,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_277680#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-277680,https://store.steampowered.com/app/277680/About_Love_Hate_and_the_other_ones/,]
277680,"About Love, Hate and the other ones",9.49,-90%,0.07,3.85,5,3,1.73,11.55,,0.33,3.63,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_277680#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-277680,https://store.steampowered.com/app/277680/About_Love_Hate_and_the_other_ones/,]
296220,Farm Frenzy 4,9.49,-90%,0.07,3.85,5,3,1.73,11.55,,0.33,3.63,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_296220#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-296220,https://store.steampowered.com/app/296220/Farm_Frenzy_4/,]
536450,Vzerthos: The Heir of Thunder,9.49,-90%,0.07,3.85,6,3,1.73,11.55,,0.33,3.63,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_536450#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-536450,https://store.steampowered.com/app/536450/Vzerthos_The_Heir_of_Thunder/,]
509220,Save Jesus,8.99,-50%,0.05,2.75,7,4,1.65,11.0,,0.35,3.84,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_509220#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-509220,https://store.steampowered.com/app/509220/Save_Jesus/,]
655730,This Strange Realm Of Mine,15.99,-90%,0.07,3.85,10,5,2.88,19.25,,0.38,4.18,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_655730#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-655730,https://store.steampowered.com/app/655730/This_Strange_Realm_Of_Mine/,]
655730,This Strange Realm Of Mine,15.99,-90%,0.07,3.85,10,5,2.88,19.25,,0.38,4.18,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_655730#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-655730,https://store.steampowered.com/app/655730/This_Strange_Realm_Of_Mine/,]
292410,Street Racing Syndicate,7.99,-80%,0.06,3.3,5,3,1.48,9.89,,0.41,4.51,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_292410#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-292410,https://store.steampowered.com/app/292410/Street_Racing_Syndicate/,]
513510,Intralism,7.99,-80%,0.06,3.3,6,3,1.48,9.89,,0.41,4.51,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_513510#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-513510,https://store.steampowered.com/app/513510/Intralism/,]
283390,Incoming Forces,7.99,-80%,0.06,3.3,5,3,1.48,9.89,,0.41,4.51,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_283390#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-283390,https://store.steampowered.com/app/283390/Incoming_Forces/,]
267920,Gun Metal,7.99,-80%,0.06,3.3,5,3,1.48,9.89,,0.41,4.51,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_267920#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-267920,https://store.steampowered.com/app/267920/Gun_Metal/,]
267980,Hostile Waters: Antaeus Rising,7.99,-80%,0.06,3.3,5,3,1.48,9.89,,0.41,4.51,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_267980#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-267980,https://store.steampowered.com/app/267980/Hostile_Waters_Antaeus_Rising/,]
497700,Safety First!,7.99,-80%,0.06,3.3,6,3,1.48,9.89,,0.41,4.51,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_497700#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-497700,https://store.steampowered.com/app/497700/Safety_First/,]
270410,I Want To Be Human,7.99,-80%,0.06,3.3,6,3,1.48,9.89,,0.41,4.51,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_270410#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-270410,https://store.steampowered.com/app/270410/I_Want_To_Be_Human/,]
292620,Pressured,7.99,-80%,0.06,3.3,5,3,1.48,9.89,,0.41,4.51,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_292620#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-292620,https://store.steampowered.com/app/292620/Pressured/,]
289220,BorderZone,7.99,-80%,0.06,3.3,6,3,1.48,9.89,,0.41,4.51,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_289220#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-289220,https://store.steampowered.com/app/289220/BorderZone/,]
289480,The Tomorrow War,7.99,-80%,0.06,3.3,6,3,1.48,9.89,,0.41,4.51,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_289480#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-289480,https://store.steampowered.com/app/289480/The_Tomorrow_War/,]
481600,Finding Hope,7.99,-80%,0.06,3.3,5,3,1.48,9.89,,0.41,4.51,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_481600#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-481600,https://store.steampowered.com/app/481600/Finding_Hope/,]
461880,Hyposphere,7.99,-80%,0.03,1.65,11,6,1.48,9.89,,0.41,4.51,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_461880#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-461880,https://store.steampowered.com/app/461880/Hyposphere/,]
513600,Energy Invasion,7.99,-80%,0.06,3.3,5,3,1.48,9.89,,0.41,4.51,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_513600#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-513600,https://store.steampowered.com/app/513600/Energy_Invasion/,]
554660,Puzzle Poker,7.99,-80%,0.06,3.3,6,3,1.48,9.89,,0.41,4.51,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_554660#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-554660,https://store.steampowered.com/app/554660/Puzzle_Poker/,]
409070,Fist Slash: Of Ultimate Fury,10.79,-80%,0.08,4.4,6,3,1.98,13.2,,0.42,4.62,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_409070#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-409070,https://store.steampowered.com/app/409070/Fist_Slash_Of_Ultimate_Fury/,]
412770,Boogeyman,13.59,-80%,0.1,5.5,5,3,2.47,16.5,,0.43,4.72,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_412770#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-412770,https://store.steampowered.com/app/412770/Boogeyman/,]
339720,Debugger 3.16: Hack'n'Run,13.59,-80%,0.05,2.75,12,6,2.47,16.5,,0.43,4.72,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_339720#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-339720,https://store.steampowered.com/app/339720/Debugger_316_HacknRun/,]
352440,Catacombs of the Undercity,13.59,-80%,0.1,5.5,6,3,2.47,16.5,,0.43,4.72,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_352440#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-352440,https://store.steampowered.com/app/352440/Catacombs_of_the_Undercity/,]
345640,Block Legend DX,13.59,-80%,0.05,2.75,11,6,2.47,16.5,,0.43,4.72,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_345640#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-345640,https://store.steampowered.com/app/345640/Block_Legend_DX/,]
1211360,NEOMORPH,9.37,-33%,0.07,3.85,5,3,1.73,11.55,,0.45,4.95,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_1211360#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-1211360,https://store.steampowered.com/app/1211360/NEOMORPH/,]
