Appid,Name,Game price (ARS),Discount,Cheapest card price (USD),Cheapest card price (ARS),Number of cards in total,Obtainable cards,Steam commission (ARS),Value of the cards obtainable without the steam commission (ARS),Sales x 24 hours for the cheapest item,Approximate minimum profit (ARS),Price multiplied by number of accounts (ARS),Date of purchase,Offer type,New highest discount?,Days since the offer started,Days for the offer to end,Market direct link,Steamcardexchange link,Steam store link,SI
369370,Crossfire: Dungeons,7.01,-87%,0.05,2.75,6,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_369370#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-369370,https://store.steampowered.com/app/369370/Crossfire_Dungeons/,]
482330,Legends of the Universe - StarCore,7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_482330#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-482330,https://store.steampowered.com/app/482330/Legends_of_the_Universe__StarCore/,]
485920,Neon Warp,7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_485920#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-485920,https://store.steampowered.com/app/485920/Neon_Warp/,]
414920,Corgi Warlock,7.01,-74%,0.05,2.75,6,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_414920#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-414920,https://store.steampowered.com/app/414920/Corgi_Warlock/,]
482330,Legends of the Universe - StarCore,7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_482330#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-482330,https://store.steampowered.com/app/482330/Legends_of_the_Universe__StarCore/,]
485920,Neon Warp,7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_485920#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-485920,https://store.steampowered.com/app/485920/Neon_Warp/,]
589640,Spoids,7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_589640#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-589640,https://store.steampowered.com/app/589640/Spoids/,]
529240,"Creature Clicker - Capture, Train, Ascend!",7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_529240#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-529240,https://store.steampowered.com/app/529240/Creature_Clicker__Capture_Train_Ascend/,]
539440,Citalis,7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_539440#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-539440,https://store.steampowered.com/app/539440/Citalis/,]
563120,Desolate Wastes: Vendor Chronicles,7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_563120#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-563120,https://store.steampowered.com/app/563120/Desolate_Wastes_Vendor_Chronicles/,]
578440,冒险村传说（Tales of Legends）,7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_578440#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-578440,https://store.steampowered.com/app/578440/Tales_of_Legends/,]
344910,Sun Blast: Star Fighter,7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_344910#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-344910,https://store.steampowered.com/app/344910/Sun_Blast_Star_Fighter/,]
374950,ADventure Lib,7.01,-74%,0.05,2.75,6,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_374950#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-374950,https://store.steampowered.com/app/374950/ADventure_Lib/,]
399430,Tinboy,7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_399430#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-399430,https://store.steampowered.com/app/399430/Tinboy/,]
399790,Destiny Warriors RPG,7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_399790#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-399790,https://store.steampowered.com/app/399790/Destiny_Warriors_RPG/,]
444480,Broken Dreams,7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_444480#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-444480,https://store.steampowered.com/app/444480/Broken_Dreams/,]
578440,冒险村传说（Tales of Legends）,7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_578440#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-578440,https://store.steampowered.com/app/578440/Tales_of_Legends/,]
448630,Rabiez: Epidemic,7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_448630#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-448630,https://store.steampowered.com/app/448630/Rabiez_Epidemic/,]
438020,AI: Rampage,7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_438020#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-438020,https://store.steampowered.com/app/438020/AI_Rampage/,]
486480,Tales of Destruction,7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_486480#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-486480,https://store.steampowered.com/app/486480/Tales_of_Destruction/,]
607270,Jack's Gang,7.01,-87%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_607270#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-607270,https://store.steampowered.com/app/607270/Jacks_Gang/,]
559200,Danny's War,7.01,-74%,0.05,2.75,5,3,1.23,8.25,,0.0,0.0,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_559200#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-559200,https://store.steampowered.com/app/559200/Dannys_War/,]
431710,Space Pilgrim Episode II: Epsilon Indi,7.0,-50%,0.05,2.75,5,3,1.23,8.25,,0.01,0.11,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_431710#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-431710,https://store.steampowered.com/app/431710/Space_Pilgrim_Episode_II_Epsilon_Indi/,]
446640,Space Pilgrim Episode IV: Sol,7.0,-50%,0.05,2.75,5,3,1.23,8.25,,0.01,0.11,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_446640#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-446640,https://store.steampowered.com/app/446640/Space_Pilgrim_Episode_IV_Sol/,]
439250,Space Pilgrim Episode III: Delta Pavonis,7.0,-50%,0.05,2.75,5,3,1.23,8.25,,0.01,0.11,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_439250#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-439250,https://store.steampowered.com/app/439250/Space_Pilgrim_Episode_III_Delta_Pavonis/,]
558780,Sonya: The Great Adventure,7.0,-80%,0.05,2.75,6,3,1.23,8.25,,0.01,0.11,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_558780#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-558780,https://store.steampowered.com/app/558780/Sonya_The_Great_Adventure/,]
462960,Caveman World: Mountains of Unga Boonga,7.0,-50%,0.05,2.75,5,3,1.23,8.25,,0.01,0.11,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_462960#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-462960,https://store.steampowered.com/app/462960/Caveman_World_Mountains_of_Unga_Boonga/,]
371460,Gnumz: Masters of Defense,7.47,-89%,0.04,2.2,8,4,1.32,8.8,,0.01,0.11,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_371460#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-371460,https://store.steampowered.com/app/371460/Gnumz_Masters_of_Defense/,]
409600,Contract With The Devil,7.47,-89%,0.04,2.2,7,4,1.32,8.8,,0.01,0.11,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_409600#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-409600,https://store.steampowered.com/app/409600/Contract_With_The_Devil/,]
18300,Spectraball,7.47,-89%,0.04,2.2,7,4,1.32,8.8,,0.01,0.11,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_18300#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-18300,https://store.steampowered.com/app/18300/Spectraball/,]
315920,Stonerid,7.47,-89%,0.04,2.2,8,4,1.32,8.8,,0.01,0.11,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_315920#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-315920,https://store.steampowered.com/app/315920/Stonerid/,]
315920,Stonerid,7.47,-89%,0.04,2.2,8,4,1.32,8.8,,0.01,0.11,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_315920#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-315920,https://store.steampowered.com/app/315920/Stonerid/,]
362610,High On Racing,7.47,-89%,0.04,2.2,7,4,1.32,8.8,,0.01,0.11,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_362610#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-362610,https://store.steampowered.com/app/362610/High_On_Racing/,]
431840,3DRPG,7.47,-89%,0.04,2.2,8,4,1.32,8.8,,0.01,0.11,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_431840#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-431840,https://store.steampowered.com/app/431840/3DRPG/,]
428630,White Mirror,7.47,-89%,0.04,2.2,7,4,1.32,8.8,,0.01,0.11,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_428630#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-428630,https://store.steampowered.com/app/428630/White_Mirror/,]
486630,Toxic Terror,8.39,-40%,0.06,3.3,5,3,1.48,9.89,,0.01,0.11,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_486630#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-486630,https://store.steampowered.com/app/486630/Toxic_Terror/,]
1168660,Barro 2020,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_1168660#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-1168660,https://store.steampowered.com/app/1168660/Barro_2020/,]
434570,Blood and Bacon,6.99,-50%,0.05,2.75,6,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_434570#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-434570,https://store.steampowered.com/app/434570/Blood_and_Bacon/,]
438480,Rock 'N' Roll Defense,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_438480#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-438480,https://store.steampowered.com/app/438480/Rock_N_Roll_Defense/,]
1144250,WAIFU HELL,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_1144250#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-1144250,https://store.steampowered.com/app/1144250/WAIFU_HELL/,]
615610,Orbt XL,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_615610#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-615610,https://store.steampowered.com/app/615610/Orbt_XL/,]
862570,Ding Dong XL,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_862570#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-862570,https://store.steampowered.com/app/862570/Ding_Dong_XL/,]
630060,Consummate:Missing World 寇莎梅特：困世迷情,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_630060#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-630060,https://store.steampowered.com/app/630060/ConsummateMissing_World/,]
611350,Evil Tag,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_611350#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-611350,https://store.steampowered.com/app/611350/Evil_Tag/,]
715010,Diamo XL,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_715010#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-715010,https://store.steampowered.com/app/715010/Diamo_XL/,]
490820,Fly O'Clock,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_490820#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-490820,https://store.steampowered.com/app/490820/Fly_OClock/,]
539720,Razortron 2000,6.99,-50%,0.03,1.65,10,5,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_539720#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-539720,https://store.steampowered.com/app/539720/Razortron_2000/,]
585550,FEMINAZI: The Triggering,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_585550#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-585550,https://store.steampowered.com/app/585550/FEMINAZI_The_Triggering/,]
439910,Risky Rescue,6.99,-50%,0.05,2.75,6,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_439910#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-439910,https://store.steampowered.com/app/439910/Risky_Rescue/,]
434210,It's Spring Again,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_434210#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-434210,https://store.steampowered.com/app/434210/Its_Spring_Again/,]
634340,Legend of Himari,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_634340#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-634340,https://store.steampowered.com/app/634340/Legend_of_Himari/,]
603010,Chill,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_603010#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-603010,https://store.steampowered.com/app/603010/Chill/,]
498660,Mind Spheres,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_498660#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-498660,https://store.steampowered.com/app/498660/Mind_Spheres/,]
485450,Ninja Stealth,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_485450#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-485450,https://store.steampowered.com/app/485450/Ninja_Stealth/,]
914690,Hentai Shooter 3D,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_914690#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-914690,https://store.steampowered.com/app/914690/Hentai_Shooter_3D/,]
314250,Jet Gunner,6.99,-50%,0.05,2.75,6,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_314250#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-314250,https://store.steampowered.com/app/314250/Jet_Gunner/,]
511340,Existentia,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_511340#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-511340,https://store.steampowered.com/app/511340/Existentia/,]
326180,Sinister City,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_326180#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-326180,https://store.steampowered.com/app/326180/Sinister_City/,]
569610,Distant Space,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_569610#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-569610,https://store.steampowered.com/app/569610/Distant_Space/,]
541380,PhysDrive,6.99,-50%,0.05,2.75,5,3,1.23,8.25,,0.02,0.22,,,,,,https://steamcommunity.com/market/search?appid=753&category_753_Game%5B%5D=tag_app_541380#p1_price_asc,https://www.steamcardexchange.net/index.php?gamepage-appid-541380,https://store.steampowered.com/app/541380/PhysDrive/,]
