Appid,Name,Game price (ARS),Discount,Cheapest card price (USD),Cheapest card price (ARS),Number of cards in total,Obtainable cards,Steam commission (ARS),Value of the cards obtainable without the steam commission (ARS),Approximate minimum profit (ARS),Price multiplied by number of accounts (ARS),Date of purchase,Offer type,New highest discount?,Days since the offer started,Days for the offer to end,Steamcardexchange link,Steam store link,SI
401840,ChargeShot,38.99,-70%,0.05,2.75,8,4,1.65,11.0,-29.64,-326.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-401840,https://store.steampowered.com/app/401840/ChargeShot/,]
484930,Beekyr Reloaded,38.99,-70%,0.05,2.75,8,4,1.65,11.0,-29.64,-326.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-484930,https://store.steampowered.com/app/484930/Beekyr_Reloaded/,]
235360,Prime World: Defenders,38.99,-70%,0.04,2.2,10,5,1.65,11.0,-29.64,-326.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-235360,https://store.steampowered.com/app/235360/Prime_World_Defenders/,]
422650,Megamagic: Wizards of the Neon Age,38.99,-70%,0.05,2.75,8,4,1.65,11.0,-29.64,-326.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-422650,https://store.steampowered.com/app/422650/Megamagic_Wizards_of_the_Neon_Age/,]
478210,BUDDY,38.99,-70%,0.05,2.75,8,4,1.65,11.0,-29.64,-326.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-478210,https://store.steampowered.com/app/478210/BUDDY/,]
386540,A.I. Invasion,38.99,-70%,0.05,2.75,8,4,1.65,11.0,-29.64,-326.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-386540,https://store.steampowered.com/app/386540/AI_Invasion/,]
494450,Office lovers,37.99,-80%,0.06,3.3,6,3,1.48,9.89,-29.58,-325.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-494450,https://store.steampowered.com/app/494450/Office_lovers/,]
407630,Skein,37.99,-60%,0.06,3.3,5,3,1.48,9.89,-29.58,-325.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-407630,https://store.steampowered.com/app/407630/Skein/,]
525610,Hardware Engineering,40.79,-40%,0.06,3.3,7,4,1.98,13.2,-29.57,-325.27,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-525610,https://store.steampowered.com/app/525610/Hardware_Engineering/,]
360550,Cursed Sight,40.79,-40%,0.04,2.2,12,6,1.98,13.2,-29.57,-325.27,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-360550,https://store.steampowered.com/app/360550/Cursed_Sight/,]
294440,Shadowgate,44.99,-75%,0.11,6.05,6,3,2.72,18.14,-29.57,-325.27,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-294440,https://store.steampowered.com/app/294440/Shadowgate/,]
553020,Theatre of Doom,51.99,-60%,0.16,8.8,6,3,3.96,26.4,-29.55,-325.05,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-553020,https://store.steampowered.com/app/553020/Theatre_of_Doom/,]
608660,Psebay,36.39,-72%,0.05,2.75,6,3,1.23,8.25,-29.37,-323.07,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-608660,https://store.steampowered.com/app/608660/Psebay/,]
509770,PostCollapse,41.99,-60%,0.09,4.95,6,3,2.22,14.85,-29.36,-322.95,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-509770,https://store.steampowered.com/app/509770/PostCollapse/,]
563340,Blue Tear,41.99,-60%,0.09,4.95,5,3,2.22,14.85,-29.36,-322.95,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-563340,https://store.steampowered.com/app/563340/Blue_Tear/,]
265930,Goat Simulator,38.99,-70%,0.07,3.85,5,3,1.73,11.55,-29.17,-320.87,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-265930,https://store.steampowered.com/app/265930/Goat_Simulator/,]
458470,Grim Legends 3: The Dark City,38.99,-70%,0.07,3.85,5,3,1.73,11.55,-29.17,-320.87,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-458470,https://store.steampowered.com/app/458470/Grim_Legends_3_The_Dark_City/,]
337340,Finding Paradise,38.99,-70%,0.07,3.85,6,3,1.73,11.55,-29.17,-320.87,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-337340,https://store.steampowered.com/app/337340/Finding_Paradise/,]
399890,The Secret Order 2: Masked Intent,38.99,-70%,0.07,3.85,5,3,1.73,11.55,-29.17,-320.87,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-399890,https://store.steampowered.com/app/399890/The_Secret_Order_2_Masked_Intent/,]
657040,The Myth Seekers: The Legacy of Vulcan,38.99,-70%,0.07,3.85,5,3,1.73,11.55,-29.17,-320.87,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-657040,https://store.steampowered.com/app/657040/The_Myth_Seekers_The_Legacy_of_Vulcan/,]
555150,The First Tree,38.99,-70%,0.07,3.85,5,3,1.73,11.55,-29.17,-320.87,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-555150,https://store.steampowered.com/app/555150/The_First_Tree/,]
504000,Endless Fables: The Minotaur's Curse,38.99,-70%,0.07,3.85,5,3,1.73,11.55,-29.17,-320.87,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-504000,https://store.steampowered.com/app/504000/Endless_Fables_The_Minotaurs_Curse/,]
350010,Time Mysteries: Inheritance - Remastered,38.99,-70%,0.07,3.85,6,3,1.73,11.55,-29.17,-320.87,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-350010,https://store.steampowered.com/app/350010/Time_Mysteries_Inheritance__Remastered/,]
517360,The Secret Order 4: Beyond Time,38.99,-70%,0.07,3.85,5,3,1.73,11.55,-29.17,-320.87,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-517360,https://store.steampowered.com/app/517360/The_Secret_Order_4_Beyond_Time/,]
370690,Elendia Ceus,38.99,-70%,0.07,3.85,5,3,1.73,11.55,-29.17,-320.87,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-370690,https://store.steampowered.com/app/370690/Elendia_Ceus/,]
410820,Starward Rogue,37.49,-75%,0.06,3.3,5,3,1.48,9.89,-29.08,-319.88,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-410820,https://store.steampowered.com/app/410820/Starward_Rogue/,]
418670,Pankapu,37.49,-75%,0.06,3.3,5,3,1.48,9.89,-29.08,-319.88,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-418670,https://store.steampowered.com/app/418670/Pankapu/,]
467930,SMASHING THE BATTLE,37.49,-75%,0.06,3.3,5,3,1.48,9.89,-29.08,-319.88,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-467930,https://store.steampowered.com/app/467930/SMASHING_THE_BATTLE/,]
355010,Race Arcade,37.49,-75%,0.06,3.3,6,3,1.48,9.89,-29.08,-319.88,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-355010,https://store.steampowered.com/app/355010/Race_Arcade/,]
410820,Starward Rogue,37.49,-75%,0.06,3.3,5,3,1.48,9.89,-29.08,-319.88,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-410820,https://store.steampowered.com/app/410820/Starward_Rogue/,]
418670,Pankapu,37.49,-75%,0.06,3.3,5,3,1.48,9.89,-29.08,-319.88,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-418670,https://store.steampowered.com/app/418670/Pankapu/,]
467930,SMASHING THE BATTLE,37.49,-75%,0.06,3.3,5,3,1.48,9.89,-29.08,-319.88,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-467930,https://store.steampowered.com/app/467930/SMASHING_THE_BATTLE/,]
355010,Race Arcade,37.49,-75%,0.06,3.3,6,3,1.48,9.89,-29.08,-319.88,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-355010,https://store.steampowered.com/app/355010/Race_Arcade/,]
743390,DISTRAINT 2,40.24,-65%,0.04,2.2,12,6,1.98,13.2,-29.02,-319.21,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-743390,https://store.steampowered.com/app/743390/DISTRAINT_2/,]
347510,Rats - Time is running out!,37.39,-45%,0.06,3.3,5,3,1.48,9.89,-28.98,-318.78,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-347510,https://store.steampowered.com/app/347510/Rats__Time_is_running_out/,]
603110,Grizzland,37.39,-45%,0.06,3.3,5,3,1.48,9.89,-28.98,-318.78,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-603110,https://store.steampowered.com/app/603110/Grizzland/,]
544650,Sacred Almanac Traces of Greed,37.39,-45%,0.06,3.3,6,3,1.48,9.89,-28.98,-318.78,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-544650,https://store.steampowered.com/app/544650/Sacred_Almanac_Traces_of_Greed/,]
347510,Rats - Time is running out!,37.39,-45%,0.06,3.3,5,3,1.48,9.89,-28.98,-318.78,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-347510,https://store.steampowered.com/app/347510/Rats__Time_is_running_out/,]
603110,Grizzland,37.39,-45%,0.06,3.3,5,3,1.48,9.89,-28.98,-318.78,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-603110,https://store.steampowered.com/app/603110/Grizzland/,]
544650,Sacred Almanac Traces of Greed,37.39,-45%,0.06,3.3,6,3,1.48,9.89,-28.98,-318.78,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-544650,https://store.steampowered.com/app/544650/Sacred_Almanac_Traces_of_Greed/,]
797410,Headsnatchers,35.99,-80%,0.05,2.75,5,3,1.23,8.25,-28.97,-318.66,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-797410,https://store.steampowered.com/app/797410/Headsnatchers/,]
633950,Fall of Light: Darkest Edition,35.99,-80%,0.05,2.75,5,3,1.23,8.25,-28.97,-318.66,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-633950,https://store.steampowered.com/app/633950/Fall_of_Light_Darkest_Edition/,]
522740,Oh My Godheads,35.99,-80%,0.05,2.75,6,3,1.23,8.25,-28.97,-318.66,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-522740,https://store.steampowered.com/app/522740/Oh_My_Godheads/,]
522740,Oh My Godheads,35.99,-80%,0.05,2.75,6,3,1.23,8.25,-28.97,-318.66,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-522740,https://store.steampowered.com/app/522740/Oh_My_Godheads/,]
633950,Fall of Light: Darkest Edition,35.99,-80%,0.05,2.75,5,3,1.23,8.25,-28.97,-318.66,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-633950,https://store.steampowered.com/app/633950/Fall_of_Light_Darkest_Edition/,]
537700,Octave,35.99,-10%,0.05,2.75,5,3,1.23,8.25,-28.97,-318.66,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-537700,https://store.steampowered.com/app/537700/Octave/,]
644480,Outbreak: The New Nightmare,39.99,-75%,0.06,3.3,7,4,1.98,13.2,-28.77,-316.46,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-644480,https://store.steampowered.com/app/644480/Outbreak_The_New_Nightmare/,]
400180,Okhlos: Omega,39.99,-75%,0.04,2.2,11,6,1.98,13.2,-28.77,-316.46,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-400180,https://store.steampowered.com/app/400180/Okhlos_Omega/,]
432720,Welkin Road,39.99,-75%,0.06,3.3,7,4,1.98,13.2,-28.77,-316.46,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-432720,https://store.steampowered.com/app/432720/Welkin_Road/,]
645290,Mechanism,39.99,-75%,0.08,4.4,5,3,1.98,13.2,-28.77,-316.46,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-645290,https://store.steampowered.com/app/645290/Mechanism/,]
495680,Overdriven Reloaded,35.69,-66%,0.05,2.75,6,3,1.23,8.25,-28.67,-315.37,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-495680,https://store.steampowered.com/app/495680/Overdriven_Reloaded/,]
209950,Triple Town,45.49,-65%,0.06,3.3,12,6,2.96,19.79,-28.66,-315.26,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-209950,https://store.steampowered.com/app/209950/Triple_Town/,]
209950,Triple Town,45.49,-65%,0.06,3.3,12,6,2.96,19.79,-28.66,-315.26,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-209950,https://store.steampowered.com/app/209950/Triple_Town/,]
403180,Draw a Stickman: EPIC 2,37.99,-60%,0.05,2.75,7,4,1.65,11.0,-28.64,-315.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-403180,https://store.steampowered.com/app/403180/Draw_a_Stickman_EPIC_2/,]
253880,Earth 2150 Trilogy,37.99,-60%,0.04,2.2,9,5,1.65,11.0,-28.64,-315.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-253880,https://store.steampowered.com/app/253880/Earth_2150_Trilogy/,]
457770,Audio Arena,37.99,-60%,0.05,2.75,7,4,1.65,11.0,-28.64,-315.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-457770,https://store.steampowered.com/app/457770/Audio_Arena/,]
208750,Apotheon,44.99,-75%,0.05,2.75,13,7,2.88,19.25,-28.62,-314.82,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-208750,https://store.steampowered.com/app/208750/Apotheon/,]
543240,√Letter - Root Letter -,44.99,-80%,0.07,3.85,10,5,2.88,19.25,-28.62,-314.82,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-543240,https://store.steampowered.com/app/543240/Letter__Root_Letter/,]
386770,Caladrius Blaze,44.99,-80%,0.07,3.85,10,5,2.88,19.25,-28.62,-314.82,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-386770,https://store.steampowered.com/app/386770/Caladrius_Blaze/,]
537800,Bomber Crew,35.99,-80%,0.04,2.2,8,4,1.32,8.8,-28.51,-313.61,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-537800,https://store.steampowered.com/app/537800/Bomber_Crew/,]
247080,Crypt of the NecroDancer,35.99,-80%,0.04,2.2,7,4,1.32,8.8,-28.51,-313.61,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-247080,https://store.steampowered.com/app/247080/Crypt_of_the_NecroDancer/,]
496300,Kingdom: New Lands,35.99,-80%,0.04,2.2,8,4,1.32,8.8,-28.51,-313.61,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-496300,https://store.steampowered.com/app/496300/Kingdom_New_Lands/,]
239350,Spelunky,35.99,-80%,0.04,2.2,8,4,1.32,8.8,-28.51,-313.61,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-239350,https://store.steampowered.com/app/239350/Spelunky/,]
467850,METAGAL,37.79,-30%,0.05,2.75,8,4,1.65,11.0,-28.44,-312.84,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-467850,https://store.steampowered.com/app/467850/METAGAL/,]
253980,Enclave,33.99,-50%,0.04,2.2,6,3,0.99,6.6,-28.38,-312.18,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-253980,https://store.steampowered.com/app/253980/Enclave/,]
253960,Jack Orlando: Director's Cut,33.99,-50%,0.04,2.2,6,3,0.99,6.6,-28.38,-312.18,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-253960,https://store.steampowered.com/app/253960/Jack_Orlando_Directors_Cut/,]
254100,World War II: Panzer Claws,33.99,-50%,0.04,2.2,6,3,0.99,6.6,-28.38,-312.18,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-254100,https://store.steampowered.com/app/254100/World_War_II_Panzer_Claws/,]
495820,Lil Tanks,33.99,-50%,0.04,2.2,6,3,0.99,6.6,-28.38,-312.18,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-495820,https://store.steampowered.com/app/495820/Lil_Tanks/,]
411610,Tick's Tales,36.74,-65%,0.06,3.3,5,3,1.48,9.89,-28.33,-311.63,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-411610,https://store.steampowered.com/app/411610/Ticks_Tales/,]
916730,Gato Roboto,36.74,-65%,0.06,3.3,5,3,1.48,9.89,-28.33,-311.63,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-916730,https://store.steampowered.com/app/916730/Gato_Roboto/,]
347610,Hidden Object Bundle 4 in 1,36.74,-65%,0.06,3.3,6,3,1.48,9.89,-28.33,-311.63,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-347610,https://store.steampowered.com/app/347610/Hidden_Object_Bundle_4_in_1/,]
411610,Tick's Tales,36.74,-65%,0.06,3.3,5,3,1.48,9.89,-28.33,-311.63,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-411610,https://store.steampowered.com/app/411610/Ticks_Tales/,]
510490,The Fall Part 2: Unbound,39.99,-80%,0.05,2.75,10,5,2.06,13.75,-28.3,-311.3,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-510490,https://store.steampowered.com/app/510490/The_Fall_Part_2_Unbound/,]
207400,eXceed 3rd - Jade Penetrate Black Package,39.49,-50%,0.06,3.3,7,4,1.98,13.2,-28.27,-310.96,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-207400,https://store.steampowered.com/app/207400/eXceed_3rd__Jade_Penetrate_Black_Package/,]
352610,The Way We All Go,39.49,-50%,0.06,3.3,7,4,1.98,13.2,-28.27,-310.96,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-352610,https://store.steampowered.com/app/352610/The_Way_We_All_Go/,]
483420,Adam Wolfe,39.49,-50%,0.06,3.3,8,4,1.98,13.2,-28.27,-310.96,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-483420,https://store.steampowered.com/app/483420/Adam_Wolfe/,]
564040,ZANGEKI WARP,39.49,-50%,0.06,3.3,7,4,1.98,13.2,-28.27,-310.96,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-564040,https://store.steampowered.com/app/564040/ZANGEKI_WARP/,]
425150,Assassins vs Pirates,35.69,-66%,0.04,2.2,8,4,1.32,8.8,-28.2,-310.2,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-425150,https://store.steampowered.com/app/425150/Assassins_vs_Pirates/,]
539670,Sakura Nova,44.99,-75%,0.12,6.6,5,3,2.96,19.79,-28.16,-309.76,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-539670,https://store.steampowered.com/app/539670/Sakura_Nova/,]
20920,The Witcher 2: Assassins of Kings Enhanced Edition,41.24,-85%,0.07,3.85,8,4,2.31,15.4,-28.15,-309.64,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-20920,https://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,]
337480,Zombie Vikings,37.49,-75%,0.05,2.75,8,4,1.65,11.0,-28.14,-309.54,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-337480,https://store.steampowered.com/app/337480/Zombie_Vikings/,]
337480,Zombie Vikings,37.49,-75%,0.05,2.75,8,4,1.65,11.0,-28.14,-309.54,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-337480,https://store.steampowered.com/app/337480/Zombie_Vikings/,]
449530,Grand Pigeon's Duty,35.09,-35%,0.03,1.65,9,5,1.23,8.25,-28.07,-308.77,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-449530,https://store.steampowered.com/app/449530/Grand_Pigeons_Duty/,]
411370,Melty Blood Actress Again Current Code,41.99,-85%,0.06,3.3,9,5,2.47,16.5,-27.96,-307.56,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-411370,https://store.steampowered.com/app/411370/Melty_Blood_Actress_Again_Current_Code/,]
1243220,Picklock,41.99,-60%,0.1,5.5,5,3,2.47,16.5,-27.96,-307.56,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1243220,https://store.steampowered.com/app/1243220/Picklock/,]
421260,Militia,39.49,-50%,0.05,2.75,10,5,2.06,13.75,-27.8,-305.8,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-421260,https://store.steampowered.com/app/421260/Militia/,]
370130,Lion Quest,39.49,-50%,0.05,2.75,9,5,2.06,13.75,-27.8,-305.8,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-370130,https://store.steampowered.com/app/370130/Lion_Quest/,]
235380,Blitzkrieg 3,38.99,-70%,0.06,3.3,7,4,1.98,13.2,-27.77,-305.46,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-235380,https://store.steampowered.com/app/235380/Blitzkrieg_3/,]
432010,World's Dawn,38.99,-70%,0.04,2.2,12,6,1.98,13.2,-27.77,-305.46,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-432010,https://store.steampowered.com/app/432010/Worlds_Dawn/,]
668590,Omen Exitio: Plague,38.99,-70%,0.06,3.3,8,4,1.98,13.2,-27.77,-305.46,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-668590,https://store.steampowered.com/app/668590/Omen_Exitio_Plague/,]
330990,Demon Hunter: Chronicles from Beyond,38.99,-70%,0.08,4.4,6,3,1.98,13.2,-27.77,-305.46,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-330990,https://store.steampowered.com/app/330990/Demon_Hunter_Chronicles_from_Beyond/,]
558790,Queen's Quest 2: Stories of Forgotten Past,38.99,-70%,0.08,4.4,5,3,1.98,13.2,-27.77,-305.46,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-558790,https://store.steampowered.com/app/558790/Queens_Quest_2_Stories_of_Forgotten_Past/,]
322290,Gurumin: A Monstrous Adventure,38.99,-70%,0.04,2.2,12,6,1.98,13.2,-27.77,-305.46,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-322290,https://store.steampowered.com/app/322290/Gurumin_A_Monstrous_Adventure/,]
384690,Umihara Kawase,38.99,-70%,0.08,4.4,6,3,1.98,13.2,-27.77,-305.46,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-384690,https://store.steampowered.com/app/384690/Umihara_Kawase/,]
558340,Faces of Illusion: The Twin Phantoms,38.99,-70%,0.08,4.4,5,3,1.98,13.2,-27.77,-305.46,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-558340,https://store.steampowered.com/app/558340/Faces_of_Illusion_The_Twin_Phantoms/,]
429600,Fairy Tale Mysteries: The Puppet Thief,38.99,-70%,0.08,4.4,5,3,1.98,13.2,-27.77,-305.46,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-429600,https://store.steampowered.com/app/429600/Fairy_Tale_Mysteries_The_Puppet_Thief/,]
466490,Princess Isabella: The Rise of an Heir,38.99,-70%,0.08,4.4,5,3,1.98,13.2,-27.77,-305.46,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-466490,https://store.steampowered.com/app/466490/Princess_Isabella_The_Rise_of_an_Heir/,]
576260,Winds Of Trade,37.49,-75%,0.07,3.85,6,3,1.73,11.55,-27.67,-304.37,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-576260,https://store.steampowered.com/app/576260/Winds_Of_Trade/,]
576260,Winds Of Trade,37.49,-75%,0.07,3.85,6,3,1.73,11.55,-27.67,-304.37,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-576260,https://store.steampowered.com/app/576260/Winds_Of_Trade/,]
385400,Weapons Genius,33.24,-65%,0.04,2.2,5,3,0.99,6.6,-27.63,-303.93,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-385400,https://store.steampowered.com/app/385400/Weapons_Genius/,]
200170,Worms Revolution,35.99,-80%,0.06,3.3,5,3,1.48,9.89,-27.58,-303.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-200170,https://store.steampowered.com/app/200170/Worms_Revolution/,]
565120,The Station,35.99,-80%,0.06,3.3,6,3,1.48,9.89,-27.58,-303.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-565120,https://store.steampowered.com/app/565120/The_Station/,]
244810,Foul Play,35.99,-80%,0.06,3.3,6,3,1.48,9.89,-27.58,-303.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-244810,https://store.steampowered.com/app/244810/Foul_Play/,]
407780,Lethe - Episode One,35.99,-80%,0.06,3.3,5,3,1.48,9.89,-27.58,-303.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-407780,https://store.steampowered.com/app/407780/Lethe__Episode_One/,]
464100,Codex of Victory,35.99,-80%,0.06,3.3,5,3,1.48,9.89,-27.58,-303.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-464100,https://store.steampowered.com/app/464100/Codex_of_Victory/,]
312600,Rime Berta,35.99,-80%,0.06,3.3,6,3,1.48,9.89,-27.58,-303.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-312600,https://store.steampowered.com/app/312600/Rime_Berta/,]
357030,Excubitor,35.99,-80%,0.06,3.3,6,3,1.48,9.89,-27.58,-303.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-357030,https://store.steampowered.com/app/357030/Excubitor/,]
357030,Excubitor,35.99,-80%,0.06,3.3,6,3,1.48,9.89,-27.58,-303.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-357030,https://store.steampowered.com/app/357030/Excubitor/,]
230650,Lords of Football,35.99,-80%,0.06,3.3,6,3,1.48,9.89,-27.58,-303.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-230650,https://store.steampowered.com/app/230650/Lords_of_Football/,]
1185160,Inunaki Tunnel | 犬鳴トンネル,35.99,-10%,0.06,3.3,5,3,1.48,9.89,-27.58,-303.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1185160,https://store.steampowered.com/app/1185160/Inunaki_Tunnel/,]
388960,Torn Tales,34.99,-75%,0.04,2.2,8,4,1.32,8.8,-27.51,-302.61,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-388960,https://store.steampowered.com/app/388960/Torn_Tales/,]
395420,The Dwarf Run,34.49,-70%,0.05,2.75,6,3,1.23,8.25,-27.47,-302.16,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-395420,https://store.steampowered.com/app/395420/The_Dwarf_Run/,]
264260,Global Outbreak: Doomsday Edition,34.49,-70%,0.05,2.75,6,3,1.23,8.25,-27.47,-302.16,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-264260,https://store.steampowered.com/app/264260/Global_Outbreak_Doomsday_Edition/,]
530390,Slayaway Camp,39.09,-66%,0.05,2.75,10,5,2.06,13.75,-27.4,-301.39,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-530390,https://store.steampowered.com/app/530390/Slayaway_Camp/,]
577580,Gladiator: Sword of Vengeance,36.74,-65%,0.05,2.75,8,4,1.65,11.0,-27.39,-301.29,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-577580,https://store.steampowered.com/app/577580/Gladiator_Sword_of_Vengeance/,]
575960,The Wisbey Mystery,36.74,-65%,0.05,2.75,7,4,1.65,11.0,-27.39,-301.29,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-575960,https://store.steampowered.com/app/575960/The_Wisbey_Mystery/,]
577580,Gladiator: Sword of Vengeance,36.74,-65%,0.05,2.75,8,4,1.65,11.0,-27.39,-301.29,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-577580,https://store.steampowered.com/app/577580/Gladiator_Sword_of_Vengeance/,]
575960,The Wisbey Mystery,36.74,-65%,0.05,2.75,7,4,1.65,11.0,-27.39,-301.29,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-575960,https://store.steampowered.com/app/575960/The_Wisbey_Mystery/,]
