Appid,Name,Game price (ARS),Discount,Cheapest card price (USD),Cheapest card price (ARS),Number of cards in total,Obtainable cards,Steam commission (ARS),Value of the cards obtainable without the steam commission (ARS),Approximate minimum profit (ARS),Price multiplied by number of accounts (ARS),Date of purchase,Offer type,New highest discount?,Days since the offer started,Days for the offer to end,Steamcardexchange link,Steam store link,SI
712180,Mugsters,44.99,-75%,0.05,2.75,5,3,1.23,8.25,-37.97,-417.66,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-712180,https://store.steampowered.com/app/712180/Mugsters/,]
628330,Warlocks 2: God Slayers,44.99,-80%,0.05,2.75,6,3,1.23,8.25,-37.97,-417.66,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-628330,https://store.steampowered.com/app/628330/Warlocks_2_God_Slayers/,]
294460,Fenix Rage,44.99,-75%,0.05,2.75,6,3,1.23,8.25,-37.97,-417.66,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-294460,https://store.steampowered.com/app/294460/Fenix_Rage/,]
631540,Community Inc,44.99,-75%,0.05,2.75,5,3,1.23,8.25,-37.97,-417.66,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-631540,https://store.steampowered.com/app/631540/Community_Inc/,]
490890,Ne no Kami: The Two Princess Knights of Kyoto,51.99,-60%,0.1,5.5,5,3,2.47,16.5,-37.96,-417.56,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-490890,https://store.steampowered.com/app/490890/Ne_no_Kami_The_Two_Princess_Knights_of_Kyoto/,]
353330,Love at First Sight,51.99,-60%,0.06,3.3,9,5,2.47,16.5,-37.96,-417.56,,X,"lowest price is ARS$ 32,49 at -75%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-353330,https://store.steampowered.com/app/353330/Love_at_First_Sight/,]
51010,My Tribe,51.99,-60%,0.1,5.5,5,3,2.47,16.5,-37.96,-417.56,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-51010,https://store.steampowered.com/app/51010/My_Tribe/,]
453390,Dark Parables: The Little Mermaid and the Purple Tide Collector's Edition,51.99,-60%,0.1,5.5,6,3,2.47,16.5,-37.96,-417.56,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-453390,https://store.steampowered.com/app/453390/Dark_Parables_The_Little_Mermaid_and_the_Purple_Tide_Collectors_Edition/,]
315850,Amazing Princess Sarah,50.99,-25%,0.04,2.2,13,7,2.31,15.4,-37.9,-416.9,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-315850,https://store.steampowered.com/app/315850/Amazing_Princess_Sarah/,]
1049280,Pilgrims,47.59,-30%,0.07,3.85,5,3,1.73,11.55,-37.77,-415.47,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-1049280,https://store.steampowered.com/app/1049280/Pilgrims/,]
356390,The Slaughter: Act One,47.49,-50%,0.07,3.85,5,3,1.73,11.55,-37.67,-414.37,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-356390,https://store.steampowered.com/app/356390/The_Slaughter_Act_One/,]
638720,Final Battle,47.49,-50%,0.07,3.85,5,3,1.73,11.55,-37.67,-414.37,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-638720,https://store.steampowered.com/app/638720/Final_Battle/,]
456130,Space Scaven,47.49,-50%,0.07,3.85,5,3,1.73,11.55,-37.67,-414.37,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-456130,https://store.steampowered.com/app/456130/Space_Scaven/,]
283680,Astebreed: Definitive Edition,56.24,-75%,0.1,5.5,8,4,3.3,22.0,-37.54,-412.94,,X,Product is priced on par with lowest recorded price,18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-283680,https://store.steampowered.com/app/283680/Astebreed_Definitive_Edition/,]
413540,Recourse,56.24,-75%,0.1,5.5,7,4,3.3,22.0,-37.54,-412.94,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-413540,https://store.steampowered.com/app/413540/Recourse/,]
201790,Orcs Must Die! 2,44.99,-75%,0.04,2.2,8,4,1.32,8.8,-37.51,-412.6,,X,"lowest price is ARS$ 26,99 at -85%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-201790,https://store.steampowered.com/app/201790/Orcs_Must_Die_2/,]
667720,Red Faction Guerrilla Re-Mars-tered,44.99,-80%,0.04,2.2,7,4,1.32,8.8,-37.51,-412.6,,X,Product is priced on par with lowest recorded price,18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-667720,https://store.steampowered.com/app/667720/Red_Faction_Guerrilla_ReMarstered/,]
248610,Door Kickers,44.99,-80%,0.04,2.2,8,4,1.32,8.8,-37.51,-412.6,,X,"lowest price is ARS$ 33,74 at -85%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-248610,https://store.steampowered.com/app/248610/Door_Kickers/,]
322110,20XX,44.99,-75%,0.04,2.2,8,4,1.32,8.8,-37.51,-412.6,,X,new highest discount,18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-322110,https://store.steampowered.com/app/322110/20XX/,]
35700,Trine Enchanted Edition,44.99,-75%,0.04,2.2,8,4,1.32,8.8,-37.51,-412.6,,X,"lowest price is ARS$ 26,99 at -85%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-35700,https://store.steampowered.com/app/35700/Trine_Enchanted_Edition/,]
57690,Tropico 4,44.99,-75%,0.04,2.2,8,4,1.32,8.8,-37.51,-412.6,,X,"lowest price is ARS$ 35,99 at -80%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-57690,https://store.steampowered.com/app/57690/Tropico_4/,]
236090,Dust: An Elysian Tail,44.99,-75%,0.04,2.2,8,4,1.32,8.8,-37.51,-412.6,,X,Product is priced on par with lowest recorded price,18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-236090,https://store.steampowered.com/app/236090/Dust_An_Elysian_Tail/,]
241600,Rogue Legacy,44.99,-75%,0.04,2.2,7,4,1.32,8.8,-37.51,-412.6,,X,"lowest price is ARS$ 35,99 at -80%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-241600,https://store.steampowered.com/app/241600/Rogue_Legacy/,]
262280,Dungeons 2,44.99,-80%,0.04,2.2,8,4,1.32,8.8,-37.51,-412.6,,X,"lowest price is ARS$ 33,74 at -85%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-262280,https://store.steampowered.com/app/262280/Dungeons_2/,]
234650,Shadowrun Returns,44.99,-75%,0.04,2.2,8,4,1.32,8.8,-37.51,-412.6,,X,"lowest price is ARS$ 35,99 at -80%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-234650,https://store.steampowered.com/app/234650/Shadowrun_Returns/,]
434460,Rock of Ages 2: Bigger & Boulder™,44.99,-75%,0.04,2.2,8,4,1.32,8.8,-37.51,-412.6,,X,Product is priced on par with lowest recorded price,18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-434460,https://store.steampowered.com/app/434460/Rock_of_Ages_2_Bigger__Boulder/,]
287260,Toybox Turbos,44.99,-75%,0.04,2.2,8,4,1.32,8.8,-37.51,-412.6,,X,Product is priced on par with lowest recorded price,18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-287260,https://store.steampowered.com/app/287260/Toybox_Turbos/,]
402750,Giant Machines 2017,44.99,-80%,0.04,2.2,7,4,1.32,8.8,-37.51,-412.6,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-402750,https://store.steampowered.com/app/402750/Giant_Machines_2017/,]
555510,MachiaVillain,44.99,-80%,0.04,2.2,8,4,1.32,8.8,-37.51,-412.6,,X,Product is priced on par with lowest recorded price,18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-555510,https://store.steampowered.com/app/555510/MachiaVillain/,]
878580,GARAGE: Bad Trip,44.99,-75%,0.04,2.2,7,4,1.32,8.8,-37.51,-412.6,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-878580,https://store.steampowered.com/app/878580/GARAGE_Bad_Trip/,]
314470,Heroes of a Broken Land,44.99,-75%,0.04,2.2,8,4,1.32,8.8,-37.51,-412.6,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-314470,https://store.steampowered.com/app/314470/Heroes_of_a_Broken_Land/,]
1059150,Ritual: Crown of Horns,44.99,-80%,0.04,2.2,7,4,1.32,8.8,-37.51,-412.6,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-1059150,https://store.steampowered.com/app/1059150/Ritual_Crown_of_Horns/,]
409520,Ginger: Beyond the Crystal,46.79,-74%,0.05,2.75,7,4,1.65,11.0,-37.44,-411.84,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-409520,https://store.steampowered.com/app/409520/Ginger_Beyond_the_Crystal/,]
701930,Short Stories Collection of Class Tangerine,47.24,-55%,0.07,3.85,6,3,1.73,11.55,-37.42,-411.62,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-701930,https://store.steampowered.com/app/701930/Short_Stories_Collection_of_Class_Tangerine/,]
730410,Music Band Manager,51.44,-51%,0.06,3.3,10,5,2.47,16.5,-37.4,-411.4,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-730410,https://store.steampowered.com/app/730410/Music_Band_Manager/,]
341150,Age of Fear 2: The Chaos Lord GOLD,49.99,-75%,0.09,4.95,6,3,2.22,14.85,-37.36,-410.96,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-341150,https://store.steampowered.com/app/341150/Age_of_Fear_2_The_Chaos_Lord_GOLD/,]
1247190,Family Mysteries 2: Echoes of Tomorrow,53.99,-70%,0.12,6.6,5,3,2.96,19.79,-37.16,-408.76,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-1247190,https://store.steampowered.com/app/1247190/Family_Mysteries_2_Echoes_of_Tomorrow/,]
1159500,Ghost Files 2: Memory of a Crime,53.99,-70%,0.12,6.6,5,3,2.96,19.79,-37.16,-408.76,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-1159500,https://store.steampowered.com/app/1159500/Ghost_Files_2_Memory_of_a_Crime/,]
950740,China: Mao's legacy,42.74,-55%,0.03,1.65,7,4,0.99,6.6,-37.13,-408.43,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-950740,https://store.steampowered.com/app/950740/China_Maos_legacy/,]
402530,The Last Door: Season 2 - Collector's Edition,45.49,-65%,0.06,3.3,6,3,1.48,9.89,-37.08,-407.88,,X,"lowest price is ARS$ 32,49 at -75%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-402530,https://store.steampowered.com/app/402530/The_Last_Door_Season_2__Collectors_Edition/,]
346140,Hidden Object Bundle 5 in 1,45.49,-65%,0.06,3.3,6,3,1.48,9.89,-37.08,-407.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-346140,https://store.steampowered.com/app/346140/Hidden_Object_Bundle_5_in_1/,]
457010,StarsOne,45.49,-65%,0.06,3.3,6,3,1.48,9.89,-37.08,-407.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-457010,https://store.steampowered.com/app/457010/StarsOne/,]
307010,Northmark: Hour of the Wolf,45.49,-65%,0.06,3.3,5,3,1.48,9.89,-37.08,-407.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-307010,https://store.steampowered.com/app/307010/Northmark_Hour_of_the_Wolf/,]
434000,Paws,52.49,-75%,0.11,6.05,5,3,2.72,18.14,-37.07,-407.77,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-434000,https://store.steampowered.com/app/434000/Paws/,]
325120,Notch - The Innocent LunA: Eclipsed SinnerS,51.99,-60%,0.08,4.4,7,4,2.64,17.6,-37.03,-407.33,,X,"lowest price is ARS$ 44,19 at -66%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-325120,https://store.steampowered.com/app/325120/Notch__The_Innocent_LunA_Eclipsed_SinnerS/,]
232890,Stronghold Crusader 2,43.99,-90%,0.05,2.75,6,3,1.23,8.25,-36.97,-406.66,,X,Product is priced on par with lowest recorded price,18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-232890,https://store.steampowered.com/app/232890/Stronghold_Crusader_2/,]
354160,WRC 5 FIA World Rally Championship,43.99,-90%,0.05,2.75,6,3,1.23,8.25,-36.97,-406.66,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-354160,https://store.steampowered.com/app/354160/WRC_5_FIA_World_Rally_Championship/,]
361550,Cradle,47.99,-70%,0.06,3.3,7,4,1.98,13.2,-36.77,-404.47,,X,"lowest price is ARS$ 31,99 at -80%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-361550,https://store.steampowered.com/app/361550/Cradle/,]
603020,Skautfold: Usurper,44.19,-66%,0.04,2.2,7,4,1.32,8.8,-36.7,-403.7,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-603020,https://store.steampowered.com/app/603020/Skautfold_Usurper/,]
529500,ALONE? - VR,45.99,-60%,0.05,2.75,8,4,1.65,11.0,-36.64,-403.04,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-529500,https://store.steampowered.com/app/529500/ALONE__VR/,]
553210,"Warhammer 40,000: Space Wolf",45.0,-75%,0.06,3.3,6,3,1.48,9.89,-36.59,-402.49,,X,Product is priced on par with lowest recorded price,18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-553210,https://store.steampowered.com/app/553210/Warhammer_40000_Space_Wolf/,]
676090,Legend Of Mercy 神医魔导,55.29,-30%,0.05,2.75,15,8,3.3,22.0,-36.59,-402.49,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-676090,https://store.steampowered.com/app/676090/Legend_Of_Mercy/,]
207140,SpeedRunners,44.99,-75%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,X,"lowest price is ARS$ 26,99 at -85%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-207140,https://store.steampowered.com/app/207140/SpeedRunners/,]
323850,Move or Die,44.99,-75%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,X,"lowest price is ARS$ 35,99 at -80%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-323850,https://store.steampowered.com/app/323850/Move_or_Die/,]
249230,Risen 3 - Titan Lords,44.99,-75%,0.06,3.3,6,3,1.48,9.89,-36.58,-402.38,,X,Product is priced on par with lowest recorded price,18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-249230,https://store.steampowered.com/app/249230/Risen_3__Titan_Lords/,]
435530,The Final Station,44.99,-75%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,X,Product is priced on par with lowest recorded price,18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-435530,https://store.steampowered.com/app/435530/The_Final_Station/,]
443810,This Is the Police,44.99,-75%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,X,"lowest price is ARS$ 35,99 at -80%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-443810,https://store.steampowered.com/app/443810/This_Is_the_Police/,]
400630,Wuppo: Definitive Edition,44.99,-75%,0.06,3.3,6,3,1.48,9.89,-36.58,-402.38,,X,"lowest price is ARS$ 18,00 at -90%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-400630,https://store.steampowered.com/app/400630/Wuppo_Definitive_Edition/,]
361300,Mother Russia Bleeds,44.99,-75%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,X,Product is priced on par with lowest recorded price,18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-361300,https://store.steampowered.com/app/361300/Mother_Russia_Bleeds/,]
471810,Death Squared,44.99,-75%,0.06,3.3,6,3,1.48,9.89,-36.58,-402.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-471810,https://store.steampowered.com/app/471810/Death_Squared/,]
393430,Ice Lakes,44.99,-75%,0.06,3.3,6,3,1.48,9.89,-36.58,-402.38,,X,Product is priced on par with lowest recorded price,18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-393430,https://store.steampowered.com/app/393430/Ice_Lakes/,]
460700,Song of the Deep,44.99,-75%,0.06,3.3,6,3,1.48,9.89,-36.58,-402.38,,X,"lowest price is ARS$ 35,99 at -80%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-460700,https://store.steampowered.com/app/460700/Song_of_the_Deep/,]
689900,Darkestville Castle,44.99,-75%,0.06,3.3,6,3,1.48,9.89,-36.58,-402.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-689900,https://store.steampowered.com/app/689900/Darkestville_Castle/,]
249990,FORCED: Slightly Better Edition,44.99,-75%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,X,"lowest price is ARS$ 26,99 at -85%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-249990,https://store.steampowered.com/app/249990/FORCED_Slightly_Better_Edition/,]
318230,Convoy,44.99,-75%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,X,Product is priced on par with lowest recorded price,18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-318230,https://store.steampowered.com/app/318230/Convoy/,]
785780,OF MICE AND SAND -REVISED-,44.99,-80%,0.06,3.3,6,3,1.48,9.89,-36.58,-402.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-785780,https://store.steampowered.com/app/785780/OF_MICE_AND_SAND_REVISED/,]
278460,Skyborn,44.99,-75%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,X,"lowest price is ARS$ 35,99 at -80%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-278460,https://store.steampowered.com/app/278460/Skyborn/,]
211400,Deadlight,44.99,-75%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,X,"lowest price is ARS$ 35,99 at -80%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-211400,https://store.steampowered.com/app/211400/Deadlight/,]
783590,Age of Gladiators II: Rome,44.99,-80%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-783590,https://store.steampowered.com/app/783590/Age_of_Gladiators_II_Rome/,]
285820,Action Henk,44.99,-75%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,X,"lowest price is ARS$ 35,99 at -80%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-285820,https://store.steampowered.com/app/285820/Action_Henk/,]
272620,Serious Sam's Bogus Detour,44.99,-75%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-272620,https://store.steampowered.com/app/272620/Serious_Sams_Bogus_Detour/,]
512300,Unbox: Newbie's Adventure,44.99,-80%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,X,"lowest price is ARS$ 22,49 at -90%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-512300,https://store.steampowered.com/app/512300/Unbox_Newbies_Adventure/,]
450500,Ace of Seafood,44.99,-70%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-450500,https://store.steampowered.com/app/450500/Ace_of_Seafood/,]
209060,Drunken Robot Pornography,44.99,-75%,0.06,3.3,6,3,1.48,9.89,-36.58,-402.38,,X,"lowest price is ARS$ 26,99 at -85%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-209060,https://store.steampowered.com/app/209060/Drunken_Robot_Pornography/,]
354740,Echoes of Aetheria,44.99,-75%,0.06,3.3,6,3,1.48,9.89,-36.58,-402.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-354740,https://store.steampowered.com/app/354740/Echoes_of_Aetheria/,]
320840,Wings! Remastered Edition,44.99,-75%,0.06,3.3,6,3,1.48,9.89,-36.58,-402.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-320840,https://store.steampowered.com/app/320840/Wings_Remastered_Edition/,]
244870,Electronic Super Joy,44.99,-75%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,X,"lowest price is ARS$ 10,49 at -90%",18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-244870,https://store.steampowered.com/app/244870/Electronic_Super_Joy/,]
347000,InnerSpace,44.99,-80%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-347000,https://store.steampowered.com/app/347000/InnerSpace/,]
288880,Pineview Drive,44.99,-80%,0.06,3.3,6,3,1.48,9.89,-36.58,-402.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-288880,https://store.steampowered.com/app/288880/Pineview_Drive/,]
384700,Umihara Kawase Shun,44.99,-70%,0.06,3.3,6,3,1.48,9.89,-36.58,-402.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-384700,https://store.steampowered.com/app/384700/Umihara_Kawase_Shun/,]
384200,Raging Justice,44.99,-75%,0.06,3.3,6,3,1.48,9.89,-36.58,-402.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-384200,https://store.steampowered.com/app/384200/Raging_Justice/,]
278530,3 Stars of Destiny,44.99,-75%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-278530,https://store.steampowered.com/app/278530/3_Stars_of_Destiny/,]
300540,Sweet Lily Dreams,44.99,-75%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-300540,https://store.steampowered.com/app/300540/Sweet_Lily_Dreams/,]
209330,A Valley Without Wind,44.99,-75%,0.06,3.3,5,3,1.48,9.89,-36.58,-402.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-209330,https://store.steampowered.com/app/209330/A_Valley_Without_Wind/,]
488660,Just Deserts,51.99,-60%,0.11,6.05,5,3,2.72,18.14,-36.57,-402.27,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-488660,https://store.steampowered.com/app/488660/Just_Deserts/,]
390730,Sora,57.49,-50%,0.09,4.95,9,5,3.71,24.75,-36.45,-400.95,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-390730,https://store.steampowered.com/app/390730/Sora/,]
555290,Little Briar Rose,47.59,-30%,0.08,4.4,6,3,1.98,13.2,-36.37,-400.07,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-555290,https://store.steampowered.com/app/555290/Little_Briar_Rose/,]
865060,Murasaki Tsurugi,47.59,-30%,0.06,3.3,8,4,1.98,13.2,-36.37,-400.07,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-865060,https://store.steampowered.com/app/865060/Murasaki_Tsurugi/,]
609100,Gold Rush! 2,47.59,-66%,0.04,2.2,12,6,1.98,13.2,-36.37,-400.07,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-609100,https://store.steampowered.com/app/609100/Gold_Rush_2/,]
324270,Revenge: Rhobar's myth,47.59,-30%,0.08,4.4,5,3,1.98,13.2,-36.37,-400.07,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-324270,https://store.steampowered.com/app/324270/Revenge_Rhobars_myth/,]
301920,War of the Human Tanks - ALTeR,47.99,-70%,0.05,2.75,10,5,2.06,13.75,-36.3,-399.29,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-301920,https://store.steampowered.com/app/301920/War_of_the_Human_Tanks__ALTeR/,]
215930,Jagged Alliance 2 - Wildfire,47.49,-50%,0.03,1.65,15,8,1.98,13.2,-36.27,-398.97,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-215930,https://store.steampowered.com/app/215930/Jagged_Alliance_2__Wildfire/,]
857940,Nature Calls,47.49,-50%,0.08,4.4,5,3,1.98,13.2,-36.27,-398.97,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-857940,https://store.steampowered.com/app/857940/Nature_Calls/,]
563810,Fumiko!,47.49,-50%,0.04,2.2,12,6,1.98,13.2,-36.27,-398.97,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-563810,https://store.steampowered.com/app/563810/Fumiko/,]
601570,Fix Me Fix You,47.49,-50%,0.08,4.4,5,3,1.98,13.2,-36.27,-398.97,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-601570,https://store.steampowered.com/app/601570/Fix_Me_Fix_You/,]
356550,East Tower - Kuon (East Tower Series Vol. 3),45.99,-60%,0.07,3.85,5,3,1.73,11.55,-36.17,-397.87,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-356550,https://store.steampowered.com/app/356550/East_Tower__Kuon_East_Tower_Series_Vol_3/,]
599480,Flamel's miracle（弗拉梅尔的奇迹）,47.39,-40%,0.06,3.3,7,4,1.98,13.2,-36.17,-397.87,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-599480,https://store.steampowered.com/app/599480/Flamels_miracle/,]
264560,Quest for Infamy,45.49,-65%,0.05,2.75,8,4,1.65,11.0,-36.14,-397.54,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-264560,https://store.steampowered.com/app/264560/Quest_for_Infamy/,]
244690,Face Noir,45.49,-65%,0.05,2.75,8,4,1.65,11.0,-36.14,-397.54,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-244690,https://store.steampowered.com/app/244690/Face_Noir/,]
378810,Steamroll,45.49,-65%,0.05,2.75,7,4,1.65,11.0,-36.14,-397.54,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-378810,https://store.steampowered.com/app/378810/Steamroll/,]
306950,Heroes & Legends: Conquerors of Kolhar,45.49,-65%,0.05,2.75,8,4,1.65,11.0,-36.14,-397.54,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-306950,https://store.steampowered.com/app/306950/Heroes__Legends_Conquerors_of_Kolhar/,]
273960,Mechs & Mercs: Black Talons,45.49,-65%,0.05,2.75,7,4,1.65,11.0,-36.14,-397.54,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-273960,https://store.steampowered.com/app/273960/Mechs__Mercs_Black_Talons/,]
546080,Coffin of Ashes,52.24,-45%,0.07,3.85,10,5,2.88,19.25,-35.87,-394.57,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-546080,https://store.steampowered.com/app/546080/Coffin_of_Ashes/,]
510420,The Hex,42.89,-67%,0.05,2.75,6,3,1.23,8.25,-35.87,-394.57,,X,Product is priced on par with lowest recorded price,18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-510420,https://store.steampowered.com/app/510420/The_Hex/,]
446540,Smash Up,47.49,-50%,0.05,2.75,9,5,2.06,13.75,-35.8,-393.79,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-446540,https://store.steampowered.com/app/446540/Smash_Up/,]
