AppID,Name,Game price (ARS),Discount,Cheapest card price (USD),Cheapest card price (ARS),Number of cards in total,Obtainable cards,Steam commission (ARS),Value of the cards obtainable without the steam commission (ARS),Approximate minimum profit (counting commission and value of the game) (ARS),Price multiplied by number of accounts (ARS),Date of purchase,Offer type,New highest discount?,Days since the offer started,Days for the offer to end,Steamcardexchange link,Steam store link,SI
595260,Heat Guardian: Re-Frozen Edition,20.39,-70%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-595260,https://store.steampowered.com/app/595260,]
259320,Heli Heroes,20.39,-70%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-259320,https://store.steampowered.com/app/259320,]
391600,King Lucas,20.39,-70%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-391600,https://store.steampowered.com/app/391600,]
379290,Sumo Revise,20.39,-70%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-379290,https://store.steampowered.com/app/379290,]
540860,Dragon Kingdom War,20.39,-70%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-540860,https://store.steampowered.com/app/540860,]
263420,Probably Archery,20.39,-70%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-263420,https://store.steampowered.com/app/263420,]
753990,Psi Project: Legacy,20.39,-49%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-753990,https://store.steampowered.com/app/753990,]
568570,Force of Nature,20.99,-80%,,,,,,,,,,X,"lowest price is ARS$ 10,49 at -90%",2 days ago,2 days,https://www.steamcardexchange.net/index.php?gamepage-appid-568570,https://store.steampowered.com/app/568570,]
448320,GIBZ,20.99,-80%,,,,,,,,,,X,Product is priced on par with lowest recorded price,2 days ago,2 days,https://www.steamcardexchange.net/index.php?gamepage-appid-448320,https://store.steampowered.com/app/448320,]
310740,NEON STRUCT,20.99,-90%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-310740,https://store.steampowered.com/app/310740,]
427820,Hitman GO: Definitive Edition,20.99,-80%,,,,,,,,,,X,Product is priced on par with lowest recorded price,2 days ago,2 days,https://www.steamcardexchange.net/index.php?gamepage-appid-427820,https://store.steampowered.com/app/427820,]
310700,Super Win the Game,20.99,-80%,,,,,,,,,,X,"lowest price is ARS$ 10,49 at -90%",2 days ago,2 days,https://www.steamcardexchange.net/index.php?gamepage-appid-310700,https://store.steampowered.com/app/310700,]
381900,Bard's Gold,20.99,-80%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-381900,https://store.steampowered.com/app/381900,]
262210,Last Knight: Rogue Rider Edition,20.99,-80%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-262210,https://store.steampowered.com/app/262210,]
369890,Riddled Corpses,20.99,-80%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-369890,https://store.steampowered.com/app/369890,]
