AppID,Name,Game price (ARS),Discount,Cheapest card price (USD),Cheapest card price (ARS),Number of cards in total,Obtainable cards,Steam commission (ARS),Value of the cards obtainable without the steam commission (ARS),Approximate minimum profit (counting commission and value of the game) (ARS),Price multiplied by number of accounts (ARS),Date of purchase,Offer type,New highest discount?,Days since the offer started,Days for the offer to end,Steamcardexchange link,Steam store link
4570,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",39.99,-75%,,,,,,,,,,X,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-4570,https://store.steampowered.com/app/4570
365820,Company of Heroes 2 - The British Forces,39.99,-75%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-365820,https://store.steampowered.com/app/365820
310850,Onikira - Demon Killer,42.49,-75%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 16,99 at -90%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-310850,https://store.steampowered.com/app/310850
419700,AT SUNDOWN: Shots in the Dark,42.5,-75%,,,,,,,,,,X,new highest discount,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-419700,https://store.steampowered.com/app/419700
228200,Company of Heroes,44.99,-80%,,,,,,,,,,X,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-228200,https://store.steampowered.com/app/228200
238370,Magicka 2,44.99,-75%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-238370,https://store.steampowered.com/app/238370
434460,Rock of Ages 2: Bigger &amp; Boulder™,44.99,-75%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-434460,https://store.steampowered.com/app/434460
95400,ibb &amp; obb,44.99,-70%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-95400,https://store.steampowered.com/app/95400
270150,RUNNING WITH RIFLES,44.99,-75%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 35,99 at -80%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-270150,https://store.steampowered.com/app/270150
234650,Shadowrun Returns,44.99,-75%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 35,99 at -80%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-234650,https://store.steampowered.com/app/234650
408410,X-Morph: Defense,44.99,-80%,,,,,,,,,,X,"lowest price is ARS$ 33,74 at -85%",4 days ago,10 days,https://www.steamcardexchange.net/index.php?gamepage-appid-408410,https://store.steampowered.com/app/408410
300550,Shadowrun: Dragonfall - Director's Cut,44.99,-75%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 35,99 at -80%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-300550,https://store.steampowered.com/app/300550
438430,Valentino Rossi The Game,44.99,-80%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-438430,https://store.steampowered.com/app/438430
367600,Skyshine's BEDLAM,44.99,-80%,,,,,,,,,,X,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-367600,https://store.steampowered.com/app/367600
230650,Lords of Football,44.99,-80%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 35,99 at -80%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-230650,https://store.steampowered.com/app/230650
4560,Company of Heroes - Legacy Edition,44.99,-80%,,,,,,,,,,X,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-4560,https://store.steampowered.com/app/4560
558320,Among the Innocent: A Stricken Tale,47.24,-55%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 20,99 at -80%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-558320,https://store.steampowered.com/app/558320
215930,Jagged Alliance 2 - Wildfire,47.49,-50%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 14,24 at -85%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-215930,https://store.steampowered.com/app/215930
254060,KnightShift,47.49,-50%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 10,44 at -89%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-254060,https://store.steampowered.com/app/254060
568780,Multishop Tycoon Deluxe,47.49,-50%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 23,74 at -75%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-568780,https://store.steampowered.com/app/568780
301920,War of the Human Tanks - ALTeR,47.99,-70%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-301920,https://store.steampowered.com/app/301920
609490,Minit,51.99,-60%,,,,,,,,,,X,new highest discount,3 days ago,4 days,https://www.steamcardexchange.net/index.php?gamepage-appid-609490,https://store.steampowered.com/app/609490
1930,Two Worlds Epic Edition,51.99,-60%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 19,49 at -85%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-1930,https://store.steampowered.com/app/1930
301930,War of the Human Tanks - Limited Operations,51.99,-60%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-301930,https://store.steampowered.com/app/301930
7530,Two Worlds II Castle Defense,51.99,-60%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 19,49 at -85%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-7530,https://store.steampowered.com/app/7530
273960,Mechs &amp; Mercs: Black Talons,51.99,-60%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-273960,https://store.steampowered.com/app/273960
597030,Aircraft Evolution,52.49,-50%,,,,,,,,,,X,"lowest price is ARS$ 31,49 at -70%",8 days ago,6 days,https://www.steamcardexchange.net/index.php?gamepage-appid-597030,https://store.steampowered.com/app/597030
557580,Ancient Guardian,52.49,-50%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 9,49 at -90%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-557580,https://store.steampowered.com/app/557580
399120,Prospekt,52.92,-33%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 25,99 at -80%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-399120,https://store.steampowered.com/app/399120
646500,Egypt: Old Kingdom,53.99,-70%,,,,,,,,,,X,Product is priced on par with lowest recorded price,12 days ago,2 days,https://www.steamcardexchange.net/index.php?gamepage-appid-646500,https://store.steampowered.com/app/646500
258910,Citizens of Earth,53.99,-70%,,,,,,,,,,X,"lowest price is ARS$ 35,99 at -80%",10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-258910,https://store.steampowered.com/app/258910
603700,The Low Road,53.99,-70%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 44,99 at -75%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-603700,https://store.steampowered.com/app/603700
949800,Skyland: Heart of the Mountain,53.99,-70%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-949800,https://store.steampowered.com/app/949800
814030,Queen's Quest 4: Sacred Truce,53.99,-70%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-814030,https://store.steampowered.com/app/814030
285190,"Warhammer 40,000: Dawn of War III",54.99,-90%,,,,,,,,,,SEGA's 60th Anniversary Celebration,new highest discount,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-285190,https://store.steampowered.com/app/285190
599480,Flamel's miracle（弗拉梅尔的奇迹）,55.29,-30%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 17,99 at -55%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-599480,https://store.steampowered.com/app/599480
358750,Sunrider: Liberation Day - Captain's Edition,55.99,-80%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 27,99 at -90%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-358750,https://store.steampowered.com/app/358750
237990,The Banner Saga,56.2,-80%,,,,,,,,,,X,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-237990,https://store.steampowered.com/app/237990
281640,The Banner Saga 2,56.2,-80%,,,,,,,,,,X,"lowest price is ARS$ 28,10 at -90%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-281640,https://store.steampowered.com/app/281640
15620,"Warhammer 40,000: Dawn of War II",56.24,-75%,,,,,,,,,,X,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-15620,https://store.steampowered.com/app/15620
212480,Sonic &amp; All-Stars Racing Transformed Collection,56.24,-75%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-212480,https://store.steampowered.com/app/212480
1250,Killing Floor,56.24,-75%,,,,,,,,,,X,"lowest price is ARS$ 33,74 at -85%",3 days ago,10 days,https://www.steamcardexchange.net/index.php?gamepage-appid-1250,https://store.steampowered.com/app/1250
245050,SpellForce 2 - Demons of the Past,56.24,-75%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 22,49 at -90%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-245050,https://store.steampowered.com/app/245050
231330,Deadfall Adventures,56.24,-75%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-231330,https://store.steampowered.com/app/231330
274270,NOT A HERO,56.24,-75%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 31,99 at -80%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-274270,https://store.steampowered.com/app/274270
252430,Dusty Revenge:Co-Op Edition,56.24,-75%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 35,99 at -80%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-252430,https://store.steampowered.com/app/252430
437630,State of Mind,56.99,-85%,,,,,,,,,,X,Product is priced on par with lowest recorded price,4 days ago,10 days,https://www.steamcardexchange.net/index.php?gamepage-appid-437630,https://store.steampowered.com/app/437630
390710,Acceleration of SUGURI 2,57.49,-50%,,,,,,,,,,Weeklong Deals,No,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-390710,https://store.steampowered.com/app/390710
390730,Sora,57.49,-50%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-390730,https://store.steampowered.com/app/390730
317820,Guild of Dungeoneering,59.39,-67%,,,,,,,,,,X,Product is priced on par with lowest recorded price,7 days ago,2 days,https://www.steamcardexchange.net/index.php?gamepage-appid-317820,https://store.steampowered.com/app/317820
241620,Inquisitor,61.19,-66%,,,,,,,,,,X,"lowest price is ARS$ 12,99 at -90%",4 days ago,10 days,https://www.steamcardexchange.net/index.php?gamepage-appid-241620,https://store.steampowered.com/app/241620
269110,Super Motherload,62.99,-65%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 44,99 at -75%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-269110,https://store.steampowered.com/app/269110
375840,Rytmik Ultimate,62.99,-70%,,,,,,,,,,X,"lowest price is ARS$ 52,49 at -75%",4 days ago,10 days,https://www.steamcardexchange.net/index.php?gamepage-appid-375840,https://store.steampowered.com/app/375840
701930,Short Stories Collection of Class Tangerine,62.99,-40%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 47,24 at -55%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-701930,https://store.steampowered.com/app/701930
420180,Chronicle of Innsmouth,63.99,-60%,,,,,,,,,,X,Product is priced on par with lowest recorded price,13 days ago,1 day,https://www.steamcardexchange.net/index.php?gamepage-appid-420180,https://store.steampowered.com/app/420180
417400,LeftWay,63.99,-60%,,,,,,,,,,X,Product is priced on par with lowest recorded price,11 days ago,3 days,https://www.steamcardexchange.net/index.php?gamepage-appid-417400,https://store.steampowered.com/app/417400
685690,Guns'n'Stories: Bulletproof VR,64.99,-50%,,,,,,,,,,X,"lowest price is ARS$ 62,49 at -75%",11 days ago,3 days,https://www.steamcardexchange.net/index.php?gamepage-appid-685690,https://store.steampowered.com/app/685690
258090,99 Spirits,64.99,-50%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 51,99 at -60%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-258090,https://store.steampowered.com/app/258090
993690,Transport Services,64.99,-50%,,,,,,,,,,X,"lowest price is ARS$ 38,99 at -70%",3 days ago,11 days,https://www.steamcardexchange.net/index.php?gamepage-appid-993690,https://store.steampowered.com/app/993690
335690,dUpLicity ~Beyond the Lies~,64.99,-50%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 25,99 at -80%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-335690,https://store.steampowered.com/app/335690
339830,The Church in the Darkness ™,67.49,-70%,,,,,,,,,,Weeklong Deals,new highest discount,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-339830,https://store.steampowered.com/app/339830
460780,Avadon 3: The Warborn,67.49,-70%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 56,24 at -75%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-460780,https://store.steampowered.com/app/460780
356530,The Confines Of The Crown,67.49,-70%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 56,24 at -75%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-356530,https://store.steampowered.com/app/356530
500320,A Tale of Caos: Overture,68.99,-40%,,,,,,,,,,X,"lowest price is ARS$ 11,49 at -90%",7 days ago,3 days,https://www.steamcardexchange.net/index.php?gamepage-appid-500320,https://store.steampowered.com/app/500320
638970,Yakuza 0,69.99,-75%,,,,,,,,,,SEGA's 60th Anniversary Celebration,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-638970,https://store.steampowered.com/app/638970
460790,Bayonetta,69.99,-75%,,,,,,,,,,SEGA's 60th Anniversary Celebration,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-460790,https://store.steampowered.com/app/460790
460810,Vanquish,69.99,-75%,,,,,,,,,,SEGA's 60th Anniversary Celebration,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-460810,https://store.steampowered.com/app/460810
584400,Sonic Mania,69.99,-75%,,,,,,,,,,SEGA's 60th Anniversary Celebration,new highest discount,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-584400,https://store.steampowered.com/app/584400
203630,Warlock - Master of the Arcane,69.99,-75%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-203630,https://store.steampowered.com/app/203630
406860,Blind,69.99,-75%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 55,99 at -80%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-406860,https://store.steampowered.com/app/406860
592270,Neko Navy,69.99,-50%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-592270,https://store.steampowered.com/app/592270
311840,Wildlife Park,71.24,-25%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 47,49 at -50%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-311840,https://store.steampowered.com/app/311840
636320,Depth of Extinction,71.99,-60%,,,,,,,,,,X,"lowest price is ARS$ 59,39 at -67%",7 days ago,7 days,https://www.steamcardexchange.net/index.php?gamepage-appid-636320,https://store.steampowered.com/app/636320
570820,Dusty Raging Fist,71.99,-60%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 58,49 at -55%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-570820,https://store.steampowered.com/app/570820
626630,Two Worlds II HD - Call of the Tenebrae,71.99,-60%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 44,99 at -75%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-626630,https://store.steampowered.com/app/626630
216130,Gemini Wars,71.99,-60%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 26,99 at -85%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-216130,https://store.steampowered.com/app/216130
583760,Slash It 2,74.99,-90%,,,,,,,,,,X,"lowest price is ARS$ 6,99 at -50%",4 days ago,9 days,https://www.steamcardexchange.net/index.php?gamepage-appid-583760,https://store.steampowered.com/app/583760
567290,Slash It,74.99,-90%,,,,,,,,,,X,"lowest price is ARS$ 6,99 at -50%",4 days ago,9 days,https://www.steamcardexchange.net/index.php?gamepage-appid-567290,https://store.steampowered.com/app/567290
586960,Upside Down,74.99,-90%,,,,,,,,,,X,"lowest price is ARS$ 6,99 at -50%",4 days ago,9 days,https://www.steamcardexchange.net/index.php?gamepage-appid-586960,https://store.steampowered.com/app/586960
467950,Survive in Space,74.99,-90%,,,,,,,,,,X,"lowest price is ARS$ 7,47 at -89%",4 days ago,9 days,https://www.steamcardexchange.net/index.php?gamepage-appid-467950,https://store.steampowered.com/app/467950
567280,Cube Runner,74.99,-90%,,,,,,,,,,X,"lowest price is ARS$ 7,01 at -74%",4 days ago,9 days,https://www.steamcardexchange.net/index.php?gamepage-appid-567280,https://store.steampowered.com/app/567280
528660,Spin Rush,74.99,-90%,,,,,,,,,,X,"lowest price is ARS$ 6,99 at -50%",4 days ago,9 days,https://www.steamcardexchange.net/index.php?gamepage-appid-528660,https://store.steampowered.com/app/528660
508180,Fly and Destroy,74.99,-90%,,,,,,,,,,X,"lowest price is ARS$ 7,01 at -74%",4 days ago,9 days,https://www.steamcardexchange.net/index.php?gamepage-appid-508180,https://store.steampowered.com/app/508180
468490,Neon Space,74.99,-90%,,,,,,,,,,X,"lowest price is ARS$ 6,99 at -50%",4 days ago,9 days,https://www.steamcardexchange.net/index.php?gamepage-appid-468490,https://store.steampowered.com/app/468490
505210,Neon Space 2,74.99,-90%,,,,,,,,,,X,"lowest price is ARS$ 6,99 at -50%",4 days ago,9 days,https://www.steamcardexchange.net/index.php?gamepage-appid-505210,https://store.steampowered.com/app/505210
556280,Neon Prism,74.99,-90%,,,,,,,,,,X,"lowest price is ARS$ 7,01 at -74%",4 days ago,9 days,https://www.steamcardexchange.net/index.php?gamepage-appid-556280,https://store.steampowered.com/app/556280
586970,Hungry Flame,74.99,-90%,,,,,,,,,,X,"lowest price is ARS$ 7,01 at -74%",4 days ago,9 days,https://www.steamcardexchange.net/index.php?gamepage-appid-586970,https://store.steampowered.com/app/586970
567580,Duke of Alpha Centauri,74.99,-90%,,,,,,,,,,X,"lowest price is ARS$ 7,19 at -82%",4 days ago,9 days,https://www.steamcardexchange.net/index.php?gamepage-appid-567580,https://store.steampowered.com/app/567580
556870,Charlie's Adventure,74.99,-90%,,,,,,,,,,X,"lowest price is ARS$ 7,01 at -87%",4 days ago,9 days,https://www.steamcardexchange.net/index.php?gamepage-appid-556870,https://store.steampowered.com/app/556870
422250,ShipLord,74.99,-90%,,,,,,,,,,X,"lowest price is ARS$ 7,01 at -74%",13 days ago,1 day,https://www.steamcardexchange.net/index.php?gamepage-appid-422250,https://store.steampowered.com/app/422250
444220,Asteroid Bounty Hunter,74.99,-90%,,,,,,,,,,X,"lowest price is ARS$ 7,19 at -82%",4 days ago,9 days,https://www.steamcardexchange.net/index.php?gamepage-appid-444220,https://store.steampowered.com/app/444220
294860,Valkyria Chronicles™,76.49,-66%,,,,,,,,,,X,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-294860,https://store.steampowered.com/app/294860
749520,樱之杜†净梦者,77.69,-63%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-749520,https://store.steampowered.com/app/749520
633060,Orwell: Ignorance is Strength,77.99,-40%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-633060,https://store.steampowered.com/app/633060
325210,Arctico,77.99,-40%,,,,,,,,,,X,"lowest price is ARS$ 32,49 at -75%",7 days ago,7 days,https://www.steamcardexchange.net/index.php?gamepage-appid-325210,https://store.steampowered.com/app/325210
413480,101 Ways to Die,77.99,-40%,,,,,,,,,,X,"lowest price is ARS$ 25,99 at -80%",7 days ago,7 days,https://www.steamcardexchange.net/index.php?gamepage-appid-413480,https://store.steampowered.com/app/413480
514570,Pinball Parlor,79.99,-50%,,,,,,,,,,X,Product is priced on par with lowest recorded price,6 days ago,8 days,https://www.steamcardexchange.net/index.php?gamepage-appid-514570,https://store.steampowered.com/app/514570
"4560,9340,20540,228200",Company of Heroes Complete Pack,81.99,-80%,,,,,,,,,,-,-,-,-,"https://www.steamcardexchange.net/index.php?gamepage-appid-4560,9340,20540,228200","https://store.steampowered.com/app/4560,9340,20540,228200"
289130,Endless Legend™ - Emperor Edition,82.49,-75%,,,,,,,,,,SEGA's 60th Anniversary Celebration,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-289130,https://store.steampowered.com/app/289130
624270,The Painscreek Killings,89.99,-60%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 56,24 at -75%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-624270,https://store.steampowered.com/app/624270
391000,Farm Frenzy Collection,89.99,-60%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 67,49 at -70%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-391000,https://store.steampowered.com/app/391000
531680,8-Bit Invaders!,89.99,-50%,,,,,,,,,,X,"lowest price is ARS$ 59,39 at -67%",13 days ago,1 day,https://www.steamcardexchange.net/index.php?gamepage-appid-531680,https://store.steampowered.com/app/531680
562500,Warstone TD,89.99,-50%,,,,,,,,,,X,"lowest price is ARS$ 71,99 at -60%",4 days ago,8 days,https://www.steamcardexchange.net/index.php?gamepage-appid-562500,https://store.steampowered.com/app/562500
1247190,Family Mysteries 2: Echoes of Tomorrow,89.99,-50%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 53,99 at -70%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-1247190,https://store.steampowered.com/app/1247190
494100,ENIGMA:,89.99,-50%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 71,99 at -60%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-494100,https://store.steampowered.com/app/494100
409320,Syndrome,89.99,-60%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 67,49 at -70%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-409320,https://store.steampowered.com/app/409320
494090,Dungeon Girl,89.99,-40%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-494090,https://store.steampowered.com/app/494090
366780,Magical Eyes - Red is for Anguish,89.99,-50%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-366780,https://store.steampowered.com/app/366780
578990,Two Worlds II HD - Shattered Embrace,89.99,-60%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-578990,https://store.steampowered.com/app/578990
582330,Warriors: Rise to Glory!,90.99,-30%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 84,49 at -35%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-582330,https://store.steampowered.com/app/582330
1083310,OUTBUDDIES DX,94.49,-55%,,,,,,,,,,Weeklong Deals,new highest discount,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-1083310,https://store.steampowered.com/app/1083310
234900,Anodyne,97.49,-25%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 12,99 at -90%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-234900,https://store.steampowered.com/app/234900
485460,The Banner Saga 3,98.48,-65%,,,,,,,,,,X,new highest discount,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-485460,https://store.steampowered.com/app/485460
8870,BioShock Infinite,98.99,-75%,,,,,,,,,,X,Product is priced on par with lowest recorded price,14 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-8870,https://store.steampowered.com/app/8870
335620,Star Traders: Frontiers,98.99,-45%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 89,99 at -50%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-335620,https://store.steampowered.com/app/335620
675240,Shining Song Starnova,98.99,-70%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-675240,https://store.steampowered.com/app/675240
1045520,Acting Lessons,103.99,-20%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 97,49 at -25%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-1045520,https://store.steampowered.com/app/1045520
220200,Kerbal Space Program,107.99,-75%,,,,,,,,,,X,Product is priced on par with lowest recorded price,5 days ago,9 days,https://www.steamcardexchange.net/index.php?gamepage-appid-220200,https://store.steampowered.com/app/220200
1219950,Evil Democracy: 1932,107.99,-28%,,,,,,,,,,Weeklong Deals,new highest discount,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-1219950,https://store.steampowered.com/app/1219950
1215200,Shining Song Starnova: Idol Empire,107.99,-40%,,,,,,,,,,Weeklong Deals,new highest discount,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-1215200,https://store.steampowered.com/app/1215200
673880,"Warhammer 40,000: Mechanicus",108.89,-67%,,,,,,,,,,Weekend Deal,new highest discount,4 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-673880,https://store.steampowered.com/app/673880
232090,Killing Floor 2,108.89,-67%,,,,,,,,,,X,Product is priced on par with lowest recorded price,4 days ago,10 days,https://www.steamcardexchange.net/index.php?gamepage-appid-232090,https://store.steampowered.com/app/232090
392110,Endless Space® 2 - Digital Deluxe Edition,109.99,-75%,,,,,,,,,,SEGA's 60th Anniversary Celebration,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-392110,https://store.steampowered.com/app/392110
299740,Miscreated,112.49,-50%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 67,50 at -70%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-299740,https://store.steampowered.com/app/299740
